"관리번호",공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
41220-00168,낙촌 어린이공원,어린이공원,,경기도 평택시 통복동 22-2,36.998618,127.083086,1567,,,,,,2016-08-12,경기도 평택시청,031-8024-4248,2024-03-08
41220-00169,내일 4호 어린이공원(모산영신지구),어린이공원,,경기도 평택시 용이동 593-3,36.999606,127.131558,3951,마라톤운동기+옆파도타기+하늘걷기,고무칩포장+그네+그네보호대+시소+조합놀이대+흔들놀이,자전거거치대,,,2010-09-24,경기도 평택시청,031-8024-4248,2024-03-08
41220-00170,노래비 1호 어린이공원(모산영신지구),어린이공원,,경기도 평택시 비전동 752-13,36.994051,127.100670,985,마라톤운동기+옆파도타기+온몸근육풀기+온몸허리돌리기+이형판석포장+하늘걷기,그네+모래포장+조합놀이대+흔들놀이,,,공원조형탑+집수정,1990-04-12,경기도 평택시청,031-8024-4248,2024-03-08
41220-00171,노루댕이 어린이공원(장당 3호),어린이공원,경기도 평택시 지제동삭1로 163 (동삭동 더샵지제역센트럴파크1BL아파트),경기도 평택시 동삭동 412-14,37.016004,127.090542,1887,,,,,,2009-09-30,경기도 평택시청,031-8024-4248,2024-03-08
41220-00172,노와이주 어린이공원(노와이주단지 12호),어린이공원,,경기도 평택시 용이동 485-1,37.000023,127.148210,1805,마라톤운동기+온몸근육풀기+온몸역기내리기+온몸허리돌리기+윗몸일으키기+탄성고무칩포장,그네+그네보호대+조합놀이대+탄성고무칩포장+흔들놀이,,,집수정+흉관,2003-12-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00173,놀이 어린이공원(서재지구 80호),어린이공원,,경기도 평택시 용이동 447-1,36.998348,127.139361,1849,마라톤운동기+옆파도타기+온몸근육풀기+윗몸일으키기+탄성고무칩포장,그네+그네보호대+시소+조합놀이대+탄성고무칩포장+흔들놀이,,,집수정+흉관,2003-12-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00174,농성 어린이공원(안정2호 근린공원),어린이공원,,경기도 평택시 용이동 459-1,36.996513,127.140007,1914,,고무매트포장+구름사다리+그네+그네보호대+사다리놀이기+시소+조합놀이대+흔들놀이,,,수목보호홀덮개,2003-12-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00175,높은들 어린이공원,어린이공원,,경기도 평택시 용이동 453-4,36.995507,127.136516,2589,농구대+농구장+옆파도타기+온몸허리돌리기+윗몸일으키기,고무칩포장+그네+그네보호대+조합놀이대+흔들놀이,,,집수정+흉관,2003-12-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00176,늘푸른 어린이공원,어린이공원,,경기도 평택시 비전동 1047공,37.002497,127.111008,1688,옆파도타기+온몸허리돌리기+하늘걷기,고무칩포장+엑스시소+조합놀이대+흔들놀이,,,우수관로+집수정,2007-11-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00177,늘푸른안정 어린이공원,어린이공원,,경기도 평택시 세교동 555-1,37.001829,127.086017,1597.4,농구대+농구장+다리뻗치기+어깨근육풀기+옆파도타기+온몸허리돌리기+하늘걷기,그네+그네보호대+모래포장+시소+흔들놀이,화장실,,집수정,1992-03-13,경기도 평택시청,031-8024-4248,2024-03-08
41220-00178,대동 어린이공원(소사3지구),어린이공원,,경기도 평택시 신대동 184-9,37.000529,127.058007,1500,,,,,,2016-02-29,경기도 평택시청,031-8024-4248,2024-03-08
41220-00179,대장골 어린이공원(청북지구 택지개발),어린이공원,,경기도 평택시 비전동 803,36.998698,127.101299,5081,다리쭉뻗기+허리돌리기+배드민턴장+배드민턴지주대+어깨근육풀기+상체근육풀기+크로스컨츄리+전신하늘걷기,그네+모래테이블+모래포장+시소+조합놀이대+흔들놀이,음수전+화장실+휠체어경사로,,각관지주대+기존소나무 수목보호판+맹암거(간선)+맹암거(지선)+빗물받이+옹벽+와이어형지주대+우수관+집수정+트랜치,1989-07-20,경기도 평택시청,031-8024-4248,2024-03-08
41220-00180,도곡 어린이공원(포승공단),어린이공원,,경기도 평택시 비전동 798-1,37.000145,127.097266,2436,마라톤운동기+옆파도타기+온몸근육풀기+온몸허리돌리기+윗몸일으키기+하늘걷기,그네+그네보호대+모래포장+시소+원형사다리놀이+조합놀이대+흔들놀이,화장실,,집수정,1989-07-20,경기도 평택시청,031-8024-4248,2024-03-08
41220-00181,도화동 어린이공원(안중지구 택지개발),어린이공원,,경기도 평택시 세교동 230-59,37.006571,127.076627,1819,다리뻗치기+옆파도타기+마라톤운동+온몸허리돌리기+어깨근육풀기+하늘걷기+온몸노젓기+하늘걷기,모래포장+시소+조합놀이대+흔들놀이,,,맹암거(간선)+맹암거(지선)+수목보호대+집수정+흉관,2002-05-02,경기도 평택시청,031-8024-4248,2024-03-08
41220-00182,돌우물 어린이공원,어린이공원,,경기도 평택시 죽백동 778-1공,37.005663,127.120216,1562.3,롤링웨이스트(일반형)+스텝싸이클+체어웨이트+트윈트위스트,고무칩포장+사자 스텝퍼+원숭이 매달리기+조합놀이대+캥거루허리돌리기+흔들놀이,,,우수관로+원형수로관+조립식배수로+집수정+측구수로관(포장용),2011-12-30,경기도 평택시청,031-8024-4248,2024-03-08
41220-00183,돌패기 어린이공원(청북지구 택지개발),어린이공원,,경기도 평택시 비전동 826,36.996461,127.108229,5322,마라톤운동기+옆파도타기+온몸근육풀기+온몸역기올리기+온몸허리돌리기+하늘걷기,고무칩포장+조합놀이대+흔들놀이,화장실,,L형측구+맹암거(간선)+맹암거(지선)+빗물받이+우수관+자연석쌓기+집수정+하수관천공접합,1989-07-20,경기도 평택시청,031-8024-4248,2024-03-08
41220-00184,동령 어린이공원,어린이공원,,경기도 평택시 합정동 921-1,36.989147,127.099840,1632.8,등허리지압기+마라톤운동+옆파도타기+온몸근육풀기+온몸허리돌리기,그네(2인용)+그네보호대 +시소(4인용)+조합놀이대+흔들놀이대,,,집수정,1993-12-03,경기도 평택시청,031-8024-4248,2024-03-08
41220-00185,동막골(동구재) 어린이공원,어린이공원,,경기도 평택시 합정동 930-1,36.987735,127.103446,1974.1,온몸근육풀기+하늘걷기+허리돌리기,그네(2인용)+시소(2인용)+조합놀이대,,,PE빗물받이+집수정+측구수로관,1989-08-30,경기도 평택시청,031-8024-4248,2024-03-08
41220-00186,동부 105호 어린이공원(신촌지구),어린이공원,,경기도 평택시 세교동 557-1,37.003313,127.083109,1604.3,농구대+농구장,그네+그네보호대+모래포장+조합놀이대+흔들놀이,화장실,,배수로+집수정,1992-03-13,경기도 평택시청,031-8024-4248,2024-03-08
41220-00187,동부 106호 어린이공원(신촌지구),어린이공원,,경기도 평택시 팽성읍 추팔리 396-2,36.957551,127.078011,8329,축구대+축구장,,음수대+화장실,,집수정+측구수로,2000-10-24,경기도 평택시청,031-8024-4248,2024-03-08
41220-00188,동삭 어린이공원(동삭지구),어린이공원,,경기도 평택시 합정동 749,36.991862,127.096174,1990,마라톤운동기+어깨근육풀기+온몸허리돌리기+윗몸일으키기+하늘걷기,그네+그네보호대+모래포장+시소+조합놀이대+흔들놀이,,,집수정,1990-04-12,경기도 평택시청,031-8024-4248,2024-03-08
41220-00189,동일 어린이공원,어린이공원,,경기도 평택시 통복동 73,36.998423,127.085552,2821,농구대+농구장+등허리지압기+발바닥지압대(반원형)+어깨근육풀기+옆파도타기+온몸역기내리기+온몸허리돌리기+윗몸일으키기+철봉+하늘걷기,고무칩포장+그네+그네보호대+시소+조합놀이대,화장실,,수목보호대+오수관+조형석+조형탑(봉사의탑)+집수정+흉관,1989-08-30,경기도 평택시청,031-8024-4248,2024-03-08
41220-00190,두릉이주 어린이공원,어린이공원,,경기도 평택시 팽성읍 안정리 169-50,36.959505,127.047945,6173,다리근육풀기+마라톤운동기+옆파도타기+온몸근육풀기+온몸노젓기+온몸역기올리기+온몸허리돌리기+철봉+하늘걷기,고무칩포장+그네+그네보호대+조합놀이대+흔들놀이,음수전+화장실,,맹암거+배수관+옹벽+자연석쌓기+집수정+트랜치,1975-07-12,경기도 평택시청,031-8024-4248,2024-03-08
41220-00191,둔터 어린이공원(청북지구 택지개발),어린이공원,,경기도 평택시 팽성읍 송화리 770-1,36.963502,127.054582,1616,농구대+농구장+마라톤운동기+옆파도타기+온몸근육풀기+온몸허리돌리기+하늘걷기,그네+그네보호대+모래포장+시소+조합놀이대,,,수목보호대+집수정,1999-03-19,경기도 평택시청,031-8024-4248,2024-03-08
41220-00192,둥실봉 어린이공원,어린이공원,,경기도 평택시 합정동 774,36.990515,127.105605,1985,어깨근육풀기+옆파도타기+온몸허리돌리기+하늘걷기,그네+그네보호대+모래막이+모래포장+시소(2인용)+조합놀이대+흔들놀이,,,PE이중벽관+수목보호틀+집수정+트랜치,1990-04-12,경기도 평택시청,031-8024-4248,2024-03-08
41220-00193,뒷동산 어린이공원(소사벌택지 5호),어린이공원,,경기도 평택시 동삭동 429-1,37.017869,127.087190,2320,,,,,,2009-09-30,경기도 평택시청,031-8024-4248,2024-03-08
41220-00194,롯데인벤스 어린이공원,어린이공원,,경기도 평택시 죽백동 748공,37.004445,127.113983,1776.1,롤링웨이스트(일반형)+배드민턴장+배드민턴지주대+크로스컨트리+트윈트위스트,고무칩포장+조합놀이대+흔들놀이,,,우수관로+원형수로관+집수정,2007-11-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00195,모산골 어린이공원(동삭2지구),어린이공원,,경기도 평택시 동삭동 714,37.009731,127.100923,2322,,고무칩포장+조합놀이대+흔들놀이,,,수목보호덮개+수목보호받침틀+우수관+집수정,2005-01-05,경기도 평택시청,031-8024-4248,2024-03-08
41220-00196,모험 어린이공원(소사벌택지 4호),어린이공원,,경기도 평택시 합정동 881,36.990793,127.119713,1483,마라톤운동기+어깨근육풀기+상체근육풀기+온몸들어올리기+온몸역기내리기+온몸허리돌리기,그네+모래포장+조합놀이대+흔들놀이,,,PE 빗물받이+맹암거(간선)+맹암거(지선)+우수관+집수정+측구수로관+횡단배수로,1996-11-13,경기도 평택시청,031-8024-4248,2024-03-08
41220-00197,무동 어린이공원(소사2지구),어린이공원,,경기도 평택시 합정동 902-4,36.988787,127.105013,1516,옆파도타기+온몸근육풀기+온몸허리돌리기,고무칩포장+그네+조합놀이대+흔들놀이,,,부엉이가족+스틸그레이팅+스틸그레이팅 받침+우수관+우수배수+자연석쌓기+집수정+횡단배수로,1993-12-03,경기도 평택시청,031-8024-4248,2024-03-08
41220-00198,무지개 어린이공원,어린이공원,,경기도 평택시 합정동 830,36.989137,127.091306,1500,,,,,,1988-01-08,경기도 평택시청,031-8024-4248,2024-03-08
41220-00199,문화촌 어린이공원,어린이공원,,경기도 평택시 합정동 836,36.990232,127.096101,1500,다리뻗치기+마라톤운동기+옆파도타기+온몸노젓기+온몸허리돌리기+운동장+철봉(3인용)+하늘걷기,모래포장+조합놀이대+흔들놀이,,,맹암거(간선)+맹암거(지선)+우수관+집수정,1988-01-08,경기도 평택시청,031-8024-4248,2024-03-08
41220-00200,물결 어린이공원(소사벌택지 6호),어린이공원,,경기도 평택시 세교동 560-1,37.001993,127.079310,1525,등허리지압기+온몸허리돌리기+하늘걷기,고무칩포장+그네+그네보호대+모래포장+조합놀이대+하늘과자연의 소리+흔들놀이,화장실,,조형물옹벽+집수정,1992-03-13,경기도 평택시청,031-8024-4248,2024-03-08
41220-00201,물방울(동부84호) 어린이공원(세교지구단위),어린이공원,,경기도 평택시 합정동 871-5,36.989920,127.116372,1500,마라톤운동기+배드민턴대+배드민턴장+온몸근육풀기+온몸노젓기+온몸허리돌리기+철봉+하늘걷기,그네+그네보호대+모래포장+조합놀이대+흔들놀이,,,PE 빗물받이+맹암거(간선)+맹암거(지선)+스틸그레이팅+우수관+자연석쌓기+집수정+측구수로관,1996-11-13,경기도 평택시청,031-8024-4248,2024-03-08
41220-00070,현촌한마음 문화공원(현촌지구),문화공원,,경기도 평택시 용이동 596-7공,36.998927,127.133623,6694.9,마라톤운동기+어깨근육풀기+옆파도타기+온몸허리돌리기+하늘걷기,,자전거거치대+화장실,,집수정+트랜치+흉관,2010-09-24,경기도 평택시청,031-8024-4248,2024-03-08
41220-00265,고덕 1호 문화공원 (고덕국제화지구),문화공원,,경기도 평택시 고덕면 율포리 356-9잡,37.054885,127.034647,148156,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00204,노와이주단지 체육공원(노와지구),체육공원,,경기도 평택시 팽성읍 노와리 456공,36.947202,127.090014,18000.6,등허리지압기+배드민턴지주대+옆파도타기+온몸근육풀기+온몸노젓기+온몸역기올리기+온몸허리돌리기+운동장+하늘걷기,,음수전+화장실,,상수관+스탠드+우수관+원심력사각수로관+유공관+자연석쌓기+잔디수로+제수변+집수정+측구수로관,2008-10-23,경기도 평택시청,031-8024-4248,2024-03-08
41220-00205,11호 근린공원(고덕국제화지구  해창리),근린공원,,경기도 평택시 고덕면 해창리 531답,37.038837,127.016067,61914,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00206,13호 근린공원(고덕국제화지구 좌교리),근린공원,,경기도 평택시 고덕면 좌교리 산35-4임,37.044113,127.032301,673747,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00207,14호 근린공원(고덕국제화지구  해창리),근린공원,,경기도 평택시 고덕면 해창리 361-1전,37.032926,127.019145,19999,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00208,2호 근린공원(고덕국제화지구 서정동),근린공원,,경기도 평택시 서정동 608-2답,37.072141,127.042956,186797,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00209,3호 근린공원(고덕국제화지구 당현리),근린공원,,경기도 평택시 고덕면 당현리 457답,37.059962,127.034466,70920,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00210,4호 근린공원(고덕국제화지구 두릉리),근린공원,,경기도 평택시 고덕면 두릉리 산32-5임,37.058820,127.021191,23246,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00211,5호 근린공원(고덕국제화지구 율포리),근린공원,,경기도 평택시 고덕면 율포리 512-6잡,37.051142,127.019873,38267,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00212,6호 근린공원(고덕국제화지구 좌교리),근린공원,,경기도 평택시 고덕면 좌교리 433-52전,37.046797,127.018503,59444,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00213,7호 근린공원(고덕국제화지구 두릉리),근린공원,,경기도 평택시 고덕면 두릉리 576임,37.053903,127.017266,26170,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00214,8호 근린공원(고덕국제화지구 두룡리),근린공원,,경기도 평택시 고덕면 두릉리 547-1번,37.050157,127.015155,36470,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00215,9호 근린공원(고덕국제화지구 율포리),근린공원,,경기도 평택시 고덕면 율포리 539-5장,37.047085,127.014586,22200,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00216,LG Digital Park일반산업단지 근린공원,근린공원,경기도 평택시 진위면 엘지로 222,경기도 평택시 진위면 청호리 367,37.128946,127.091568,19939.5,체력단련시설+체력단련장1+체력단련장2,,,,도수로+벤치플륨관+산마루측구+우배수시설+우수맨홀+우수받이+우수받이연결관+절토구간+집수정+집수정연결관,2013-09-11,경기도 평택시청,031-8024-4248,2024-03-08
41220-00217,가곡 근린공원,근린공원,경기도 평택시 진위면 가곡1길 39,경기도 평택시 진위면 가곡리 70-1,37.112580,127.087180,18268,,,,,,2006-06-13,경기도 평택시청,031-8024-4248,2024-03-08
41220-00218,갈곶 근린공원(진위제2산업단지),근린공원,,경기도 평택시 진위면 갈곶리 118,37.123960,127.079289,12781,다리뻗치기+마라톤운동+어깨근육풀기+역기내리기+역기올리기+인조잔디 라인마킹(풋살장 시설 및 포장)+풋살골대(이동식)(풋살장 시설 및 포장)+풋살장+하늘걷기,,음수전+자전거보관대+화장실,,DRAIN Valve+Q.C Valve+U형 플륨관+급수관+맹암거 간선+맹암거 간선(풋살장 우배수)+맹암거 지선+맹암거 지선(풋살장 우배수)+스틸그레이팅(풋살장 시설 및 포장)+연결관+오수받이(PE)+자연석쌓기B+잔디수로+제수변+집수정+집수정(풋살장 우배수)+측구수로관(풋살장 우배수),2013-12-05,경기도 평택시청,031-8024-4248,2024-03-08
41220-00219,견산 근린공원,근린공원,,경기도 평택시 진위면 견산리 산9임,37.107238,127.077771,53243,,,,,,2006-06-13,경기도 평택시청,031-8024-4248,2024-03-08
41220-00220,궁2리 근린공원(궁리2지구),근린공원,,경기도 평택시 고덕면 궁리 산32,37.022288,127.035645,19409,,,,,,2016-04-28,경기도 평택시청,031-8024-4248,2024-03-08
41220-00221,모곡 근린공원,근린공원,경기도 평택시 산단로52번길 21 (모곡동),경기도 평택시 모곡동 444,37.035404,127.075836,27546.6,게이트볼장+온몸근육풀기+온몸허리돌리기+윗몸일으키기+축구대+축구장+테니스 네트대+테니스 심판대+테니스장+하늘걷기,,자전거거치대+주차장+화장실,,PE 빗물받이+공단준공기념비+우수관+조회대+트랜치+하수관천공접합,1988-04-23,경기도 평택시청,031-8024-4248,2024-03-08
41220-00222,반지산(돌산) 근린공원,근린공원,,경기도 평택시 이충동 662,37.058844,127.064732,25136.2,다리뻗치기+등허리지압기+배드민턴장+배드민턴지주대+온몸근육풀기+온몸허리돌리기+지압보도,고무매트포장+조합놀이대,화장실,,PE 빗물받이+U형측구+맨홀+맨홀뚜껑+배수관+배수로+산석경계벽+상수관+오수관+옹벽+자연석쌓기+집수정+플륨관,2002-05-29,경기도 평택시청,031-8024-4248,2024-03-08
41220-00223,봉골 근린공원(고덕일반산업단지),근린공원,,경기도 평택시 고덕면 여염리 1683공,37.026177,127.063527,115620.2,다목적운동장,,음수전+자전거보관대+화장실,,L형측구+PE빗물받이+QC밸브+배수관(PE이중벽관)+배수관(PVC PIPE)+상수관로+오수관로(PE이중벽관)+집수정A+측구B+측구수로관+측구수로관A,2010-11-16,경기도 평택시청,031-8024-4248,2024-03-08
41220-00224,봉남 근린공원,근린공원,,경기도 평택시 진위면 봉남리 산22-1,37.105507,127.092851,99999,,,,,,2006-06-13,경기도 평택시청,031-8024-4248,2024-03-08
41220-00225,부락산분수 근린공원,근린공원,,경기도 평택시 이충동 279-1,37.065121,127.067652,161070,농구대+등허리지압기+마라톤운동기+옆파도타기+온몸역기올리기+온몸근육풀기+온몸허리돌리기+윗몸일으키기+철봉+평행봉+온몸역기내리기+하늘걷기,,음수전+화장실,,소화전+시계탑+옹벽+집수정+컨츄리매너 옹벽+트랜치,2010-12-30,경기도 평택시청,031-8024-4248,2024-03-08
41220-00226,상서재 근린공원(동삭2지구),근린공원,,경기도 평택시 칠원동 산56,37.022294,127.098857,16326,,,,,,2013-05-08,경기도 평택시청,031-8024-4248,2024-03-08
41220-00227,상서재서초 근린공원(동삭2지구),근린공원,,경기도 평택시 칠원동 산63,37.035098,127.105155,13005,,,,,,2013-05-08,경기도 평택시청,031-8024-4248,2024-03-08
41220-00228,서정 근린공원,근린공원,,경기도 평택시 서정동 201-7 201-8,37.063181,127.060854,18910,거꾸로매달리기+건너기+다리뻗치기+다리올리기+등치기+등허리지압기+마라톤운동기+벤치프레스+어깨근육풀기+옆파도타기+오금펴기+온몸노젓기+온몸역기올리기+온몸허리돌리기+윗몸일으키기+철봉+평행봉+하늘걷기,,음수전+화장실,,옹벽+자연석쌓기+집수정+측량기준점+트랜치+현충탑,1966-08-31,경기도 평택시청,031-8024-4248,2024-03-08
41220-00229,석정 근린공원,근린공원,,경기도 평택시 이충동 산81-1,37.056071,127.061922,321558,,,,,,1987-05-11,경기도 평택시청,031-8024-4248,2024-03-08
41220-00230,송탄 근린공원,근린공원,,경기도 평택시 지산동 산 182-3,37.078655,127.059925,182249,게이트볼장+고무매트포장+넓적다리펴기운동+농구대+다리올리기+등부딪히기+등허리지압기+마라톤운동기+매달리기+배드민턴장+배드민턴지주대+벤치프레스+옆파도타기+오금펴기+온몸노젓기+온몸근육풀기+온몸노젓기+온몸역기내리기+온몸허리돌리기+윗몸일으키기+인라인스케이트장+자유철봉+지압보도+철봉+링+팔굽혀피기+평행봉+하늘걷기,고무매트포장+고무칩포장+구름사다리+그네+그네보호대+시소+조합놀이대+흔들놀이,급수전+음수대+자전거거치대+주차장+화장실,,무덤+배수로+옹벽+자연석쌓기+트랜치,1976-12-18,경기도 평택시청,031-8024-4248,2024-03-08
41220-00231,수촌 근린공원(수촌지구),근린공원,,경기도 평택시 칠원동 313-1,37.019440,127.109343,12249,,,,,,2009-12-16,경기도 평택시청,031-8024-4248,2024-03-08
41220-00232,신장 근린공원,근린공원,경기도 평택시 신장로 124 (신장동),경기도 평택시 신장동 370-2,37.085894,127.051198,89174,2단 철봉+게이트볼장+농구대(이동식)+농구장+다리뻗치기+등허리지압기+마라톤운동기+벤치프레스+어깨근육풀기+옆파도타기+온몸근육풀기+온몸노젓기+온몸역기올리기+온몸허리돌리기+윗몸일으키기+인라인스케이트장+족구장+족구지주+하늘걷기,고무칩포장+그네+모형기차+조합놀이대,음수전+자전거보관대+화장실,,빗물받이+수목보호대+옹벽+우수관+준공기념비+측구수로,1987-05-11,경기도 평택시청,031-8024-4248,2024-03-08
41220-00233,신촌 새말 근린공원(신촌지구 동부 101호),근린공원,,경기도 평택시 칠원동 산36-36,37.024067,127.104973,12317,,,,,,2009-12-16,경기도 평택시청,031-8024-4248,2024-03-08
41220-00234,여염 근린공원(고덕일반산업단지),근린공원,,경기도 평택시 고덕면 여염리 1650공,37.030820,127.055173,56087.7,생활체육시설 A(온몸돌리기)+생활체육시설 B(마라톤운동)+생활체육시설 C(온몸노젖기)+생활체육시설 D(윗몸일으키기)+생활체육시설 E(공중걷기)+생활체육시설 F(옆파도타기),,램프+램프뒤 자갈채움+화장실,,PE빗물받이+경관옹벽+배수관(PE이중벽관)+상수관로+수로관덮개 C+시설물표찰+식수대 화산석포설+오수관로+오수맨홀(원형)+자연석쌓기 A+집수정A+집수정B+측구A+측구수로관+측구수로관A+측구수로관B,2010-11-16,경기도 평택시청,031-8024-4248,2024-03-08
41220-00235,장당(석정) 근린공원,근린공원,,경기도 평택시 장당동 636 636-2,37.052747,127.063266,1958,농구대+마라톤운동기+배드민턴장+배드민턴지주대+온몸역기내리기+온몸역기올리기+온몸허리돌리기+하늘걷기,,자전거보관대,,L형측구+PE 빗물받이+U형측구+공원등기초+기념비석+빗물받이+스틸그레이팅+우수관+자연석쌓기+잔디수로+전선관+집수정+트랜치+하수관천공접합,2005-03-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00236,장당택지 근린공원,근린공원,,경기도 평택시 이충동 615,37.050776,127.057345,10254.6,다리뻗치기+마라톤운동기+양팔줄당기기+온몸허리돌리기+윗몸일으키기+지압보도+하늘걷기,고무칩포장+그네+시소+조합놀이대,음수전+자전거거치대+화장실,관람대,비만탈출코끼리 조형물+수목보호대+집수정+측량기준점+트랜치+화장실 경계벽,2002-10-25,경기도 평택시청,031-8024-4248,2024-03-08
41220-00237,장안하늘채 근린공원(동부 25호),근린공원,,경기도 평택시 장안동 621,37.057621,127.077627,10088.5,다리올리기+마라톤운동기+옆파도타기+온몸근육풀기+온몸노젓기+평행봉+하늘걷기,모래놀이집+모래포장+시소+조합놀이대+흔들놀이,자전거거치대(10대)+화장실,,수목보호덮개+집수정+트랜치,1996-12-17,경기도 평택시청,031-8024-4248,2024-03-08
41220-00238,제1호 근린공원(가재지구),근린공원,경기도 평택시 가재길 52 (가재동),경기도 평택시 가재동 436-1,37.044253,127.075250,25600,,,,,,2011-11-25,경기도 평택시청,031-8024-4248,2024-03-08
41220-00239,제1호 근린공원(브레인시티 일반산업단지),근린공원,,경기도 평택시 장안동 204-2,37.052902,127.087992,29646,,,,,,2010-03-15,경기도 평택시청,031-8024-4248,2024-03-08
41220-00240,제2호 근린공원(가재지구),근린공원,경기도 평택시 막곡길 45-14 (가재동),경기도 평택시 가재동 산58-1,37.042392,127.083782,16340,,,,,,2011-11-25,경기도 평택시청,031-8024-4248,2024-03-08
41220-00241,제2호 근린공원(브레인시티 일반산업단지),근린공원,경기도 평택시 삼남로 351 (장안동),경기도 평택시 장안동 61-4,37.056557,127.092852,13757,,,,,,2010-03-15,경기도 평택시청,031-8024-4248,2024-03-08
41220-00242,제3호 근린공원(브레인시티 일반산업단지),근린공원,,경기도 평택시 장안동 산130,37.050579,127.092787,15005,,,,,,2010-03-15,경기도 평택시청,031-8024-4248,2024-03-08
41220-00243,진위 근린공원,근린공원,경기도 평택시 진위면 견산1길 17-10,경기도 평택시 진위면 견산리 산16,37.109273,127.074837,36636,,,,,,2006-06-13,경기도 평택시청,031-8024-4248,2024-03-08
41220-00244,진위산업단지 근린공원,근린공원,경기도 평택시 진위면 진위산단로 53-21,경기도 평택시 진위면 청호리 342-4,37.122825,127.082002,12100.1,농구대+농구장+온몸역기올리기+온몸허리돌리기+윗몸일으키기+족구네트걸이+풋살골대,,음수전+화장실,,공사 기념비+수목보호대+집수정+트랜치,2006-09-18,경기도 평택시청,031-8024-4248,2024-03-08
41220-00245,충의 근린공원,근린공원,,경기도 평택시 이충동 692,37.059477,127.071108,14181.6,네트걸이대+다리뻗치기+등허리지압기+마라톤운동기+배드민턴장+옆파도타기+윗몸일으키기+지압길 포장+하늘걷기,고무매트포장+조합놀이대,화장실,,U형측구+수목보호덮개+옹벽+집수정+충의각 기념비+충의각 위령비+토사방지용 원주목경계+트랜치,2002-05-29,경기도 평택시청,031-8024-4248,2024-03-08
41220-00246,칠괴 근린공원,근린공원,,경기도 평택시 칠괴동 579-1,37.032169,127.088287,9895.7,2단 매달리기+다리올리기+링 매달리기+철봉+축구대+축구장,,자전거거치대+화장실,,집수정,1996-12-17,경기도 평택시청,031-8024-4248,2024-03-08
41220-00247,가곡5리 마을쉼터,기타,,경기도 평택시 진위면 가곡리 419-4,37.115643,127.072373,536,어깨근육풀기+온몸역기내리기+온몸허리돌리기,고무매트포장+조합놀이대,,,배수로+수목보호대+집수정,,경기도 평택시청,031-8024-4248,2024-03-08
41220-00248,견산1리 마을쉼터,기타,,경기도 평택시 진위면 견산리 409-1 410-1,37.108159,127.073751,264,어깨근육풀기+온몸역기내리기+온몸역기올리기+온몸허리돌리기+윗몸일으키기,고무칩포장+조합놀이대,램프,,집수정+트랜치,,경기도 평택시청,031-8024-4248,2024-03-08
41220-00249,견산2리 마을쉼터,기타,,경기도 평택시 진위면 견산리 24-3,37.107169,127.080433,234,온몸근육풀기+온몸역기내리기+윗몸일으키기,고무매트포장+조합놀이대,,,수목보호대,,경기도 평택시청,031-8024-4248,2024-03-08
