"관리번호",공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
41220-00250,견산3리 마을쉼터,기타,,경기도 평택시 진위면 견산리 372 396 373,37.109004,127.072384,1035,온몸근육풀기+온몸역기내리기+윗몸일으키기,고무매트포장+조합놀이대,,,반사경+배수로+집수정,,경기도 평택시청,031-8024-4248,2024-03-08
41220-00251,견산5리 마을쉼터,기타,,경기도 평택시 진위면 견산리 439-2,37.107212,127.072677,631,다리뻗치기+옆파도타기+온몸허리돌리기,고무칩포장+시소+조합놀이대,,,집수정,,경기도 평택시청,031-8024-4248,2024-03-08
41220-00252,고덕당현1리 마을쉼터,기타,,경기도 평택시 고덕면 당현리 341-1,37.065287,127.033445,1033,등허리지압기+마라톤운동기+온몸근육풀기+온몸노젓기+온몸역기올리기+온몸허리돌리기+족구대(이동식)+족구장,,,,맹암거(간선)+맹암거(지선)+빗물받이+산책로손잡이+우수관+원형수로관+집수정+측구수로관,,경기도 평택시청,031-8024-4248,2024-03-08
41220-00253,고덕문화마을2 마을쉼터,기타,,경기도 평택시 고덕면 해창리 1148-4,37.038078,127.014455,987.2,,,,,,2000-06-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00254,마두1리 마을쉼터,기타,,경기도 평택시 서탄면 마두리 40-3,37.109829,127.023405,576,온몸역기올리기+온몸허리돌리기+윗몸일으키기+지압자갈포장+하늘걷기,고무칩포장+조합놀이대,,,수목보호대+집수정+트랜치,,경기도 평택시청,031-8024-4248,2024-03-08
41220-00255,마산1리 마을쉼터,기타,,경기도 평택시 진위면 마산리 829-1,37.084656,127.084434,999,농구대+등허리지압기+어깨근육풀기+온몸허리돌리기+족구 네트대+족구장+지압길 포장,고무매트포장+그네+그네보호대+조합놀이대,,,,,경기도 평택시청,031-8024-4248,2024-03-08
41220-00256,목천 마을쉼터,기타,,경기도 평택시 신장동 327-15 327-14 326-5~7,37.083503,127.054172,451,마라톤운동기+발바닥지압걷기+어깨근육풀기+옆파도타기+온몸역기올리기+온몸허리돌리기,고무매트포장+조합놀이대+흔들놀이,,,소화전+집수정,,경기도 평택시청,031-8024-4248,2024-03-08
41220-00257,문곡1리 마을쉼터,기타,,경기도 평택시 고덕면 문곡리 419 419-1,37.066241,127.011993,1000,어깨근육풀기+온몸역기내리기+온몸허리돌리기+윗몸일으키기,고무매트포장+그네+그네보호대+조합놀이대,,,집수정,,경기도 평택시청,031-8024-4248,2024-03-08
41220-00258,수월암2리 마을쉼터,기타,,경기도 평택시 서탄면 수월암리 406 409 434-1,37.118986,127.034179,991,등허리지압기+어깨근육풀기+온몸허리돌리기+지압길 포장,고무매트포장+조합놀이대+흔들놀이,,,,,경기도 평택시청,031-8024-4248,2024-03-08
41220-00259,신리 마을쉼터,기타,,경기도 평택시 진위면 신리 126-3,37.097397,127.071037,793,등허리지압기+옆파도타기+온몸역기내리기+지압자갈포장+하늘걷기,고무칩포장+그네+조합놀이대,,,수목보호대+측구수로,,경기도 평택시청,031-8024-4248,2024-03-08
41220-00260,신흥 마을쉼터,기타,,경기도 평택시 신장동 646-8,37.086660,127.057540,738,등허리지압기+마라톤운동기+발바닥목재판걷기+발바닥지압기+어깨근육풀기+온몸역기올리기+온몸허리돌리기,,,,집수정,,경기도 평택시청,031-8024-4248,2024-03-08
41220-00261,적봉 마을쉼터,기타,,경기도 평택시 서정동 972,37.077714,127.042113,1002,마라톤운동기+발바닥지압걷기+어깨근육풀기+옆파도타기+온몸허리돌리기+족구대+족구장+탁구대(이동식)+하늘걷기,고무매트포장+그네+조합놀이대+흔들놀이,,,옹벽+집수정+트랜치,,경기도 평택시청,031-8024-4248,2024-03-08
41220-00262,하북2리 마을쉼터,기타,,경기도 평택시 진위면 하북리 187-12,37.104372,127.058457,999,온몸역기올리기+온몸허리돌리기+윗몸일으키기+지압길 포장+하늘걷기,고무칩포장+조합놀이대,,,U형측구+수목보호대,,경기도 평택시청,031-8024-4248,2024-03-08
41220-00263,하북3리 마을쉼터,기타,,경기도 평택시 진위면 하북리 350-11,37.099001,127.049593,999,등허리지압기+배드민턴장+온몸근육풀기+온몸역기내리기+온몸허리돌리기+하늘걷기,고무칩포장,화장실,,측구수로관,,경기도 평택시청,031-8024-4248,2024-03-08
41220-00264,회화리 마을쉼터,기타,,경기도 평택시 서탄면 회화리 133,37.095060,127.022973,960,등허리지압기+온몸노젓기+온몸역기내리기+온몸허리돌리기,고무칩포장+그네+그네보호대+조합놀이대,,,,,경기도 평택시청,031-8024-4248,2024-03-08
41220-00266,부락산 문화공원(동부 130호),문화공원,,경기도 평택시 지산동 519-4,37.071400,127.075284,101095,U형 네트브릿지+경사 사다리+등허리지압기+로그터널+마법다리+버마래더+버켓 브릿지+버티칼 네트+수평네트+스네이크 브릿지+스노우모바일+스윙플랫폼+스카이 버켓+스카이버마+스카이벌룬+스텝 브릿지+스틱타잔스윙+스파이더 웹+아일랜드+어깨근육풀기+온몸근육풀기+엑스크로스+옆파도타기+옆파도타기+하늘걷기+온몸근육풀기+온몸근육풀기+마라톤운동+온몸허리돌리기+윗몸일으키기+인디아나 브릿지+자유철봉+정글로프+지압보도+체스 브릿지+콤플렉스 래더+평행봉+플라이 짚+하늘걷기+해먹네트+행잉월,,음수전+자전거거치대+화장실,,기념비+자연석쌓기+측량기준점+트랜치,2013-04-15,경기도 평택시청,031-8024-4248,2024-03-08
41220-00468,문화공원 1호(황해경제구역 현덕지구),문화공원,,경기도 평택시 현덕면 장수리 300-9,36.936623,126.905903,29103,,,,,,2016-06-17,경기도 평택시청,031-8024-4248,2024-03-08
41220-00267,고덕문화마을1 소공원,소공원,,경기도 평택시 고덕면 해창리 1141-1,37.040265,127.014809,1230.4,농구대+온몸근육풀기+온몸허리돌리기+철봉+하늘걷기,그네+그네보호대+모래포장+조합놀이대,주차장,,공사조형기념비+배수로,2000-06-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00268,금암2리 소공원,소공원,,경기도 평택시 서탄면 금암리 469-8,37.110578,127.036043,1009,발바닥지압걷기+어깨근육풀기+옆파도타기+온몸노젓기+온몸역기내리기+온몸허리돌리기,,화장실,,PVC이중벽관+벤치플륨관+집수정,2012-06-14,경기도 평택시청,031-8024-4248,2024-03-08
41220-00269,동부19호 소공원,소공원,,경기도 평택시 도일동 525,37.053000,127.106322,303,,,,,,1996-12-17,경기도 평택시청,031-8024-4248,2024-03-08
41220-00270,상서재1호 소공원(동삭2지구),소공원,,경기도 평택시 칠원동 334-4,37.019276,127.106952,920,,,,,,2013-05-08,경기도 평택시청,031-8024-4248,2024-03-08
41220-00271,상서재2호 소공원(동삭2지구),소공원,,경기도 평택시 칠원동 337-1,37.019323,127.106823,1356,,,,,,2013-05-08,경기도 평택시청,031-8024-4248,2024-03-08
41220-00272,서정동 소공원(서정연립재건축),소공원,경기도 평택시 서정북로 100 (서정동 주공외인연립),경기도 평택시 서정동 780,37.069739,127.061914,4434.8,,,,,,2012-04-13,경기도 평택시청,031-8024-4248,2024-03-08
41220-00273,성두 소공원(고덕일반산업단지 소공원1),소공원,,경기도 평택시 고덕면 여염리 1665공,37.034796,127.043204,2280.1,생활체육시설 B+생활체육시설 C+생활체육시설 D,,자전거보관대,,벤치플륨관+스틸그레이팅+시설물표찰+집수정A,2010-11-16,경기도 평택시청,031-8024-4248,2024-03-08
41220-00274,소공원 1호 (송원 현대재건축),소공원,경기도 평택시 탄현로368번길 48 (독곡동 현대연립),경기도 평택시 독곡동 산69-3,37.084785,127.060812,990,,,,,,2010-10-21,경기도 평택시청,031-8024-4248,2024-03-08
41220-00275,수촌1 소공원(수촌지구),소공원,,경기도 평택시 칠원동 440-3,37.021725,127.105338,1704,,,,,,2009-12-16,경기도 평택시청,031-8024-4248,2024-03-08
41220-00276,신장지구 소공원,소공원,,경기도 평택시 신장동 170-3,37.085809,127.054661,2925,,,,,,2015-10-08,경기도 평택시청,031-8024-4248,2024-03-08
41220-00277,용우물 소공원(고덕일반산업단지 소공원3),소공원,,경기도 평택시 고덕면 여염리 1652공,37.038943,127.050892,2099.3,생활체육시설 B+생활체육시설 C+생활체육시설 D,,자전거보관대,,벤치플륨관+스틸그레이팅+시설물표찰+집수정A,2010-11-16,경기도 평택시청,031-8024-4248,2024-03-08
41220-00278,임주 소공원(고덕일반산업단지 소공원2),소공원,,경기도 평택시 고덕면 여염리 1666공,37.037126,127.048316,2238.5,생활체육시설 A+생활체육시설 E+생활체육시설 F,,자전거보관대,,배수관+벤치플륨관+스틸그레이팅+시설물표찰+집수정A,2010-11-16,경기도 평택시청,031-8024-4248,2024-03-08
41220-00279,장등1리 소공원,소공원,,경기도 평택시 서탄면 장등리 466-8,37.074458,127.023535,1084,마라톤운동기+매달려온몸회전하기+발바닥지압걷기+온몸노젓기+온몸역기올리기,고무매트포장+그네+조합놀이대+흔들놀이,,,배수로+집수정,2012-06-14,경기도 평택시청,031-8024-4248,2024-03-08
41220-00280,장등2리 소공원,소공원,,경기도 평택시 서탄면 장등리 451-9,37.073978,127.025434,1000,등허리지압기+발바닥지압걷기+어깨근육풀기+온몸역기내리기+온몸허리돌리기+윗몸일으키기,고무매트포장+그네+그네보호대+조합놀이대,,,집수정,2012-06-14,경기도 평택시청,031-8024-4248,2024-03-08
41220-00281,제5호 소공원(진위역),소공원,,경기도 평택시 진위면 하북리 140-11,37.110518,127.062712,1900,,,,,,2009-12-30,경기도 평택시청,031-8024-4248,2024-03-08
41220-00282,제6호 소공원(진위역),소공원,,경기도 평택시 진위면 하북리 170-1,37.110428,127.062125,2257,,,,,,2009-12-30,경기도 평택시청,031-8024-4248,2024-03-08
41220-00283,진위3일반산단1호 소공원(진위3일반산업단지),소공원,,경기도 평택시 진위면 마산리 336,37.089220,127.094889,8731,,,,,,2015-10-15,경기도 평택시청,031-8024-4248,2024-03-08
41220-00284,진위3일반산단2호 소공원(진위3일반산업단지),소공원,,경기도 평택시 진위면 마산리 산52,37.083073,127.098124,1500,,,,,,2015-10-15,경기도 평택시청,031-8024-4248,2024-03-08
41220-00285,칠원 소공원,소공원,,경기도 평택시 칠원동 58-1 58-3 50 49-6,37.032005,127.100642,3863,다리뻗치기+어깨근육풀기+옆파도타기+온몸허리돌리기+하늘걷기,,음수전,,공적비+기념비석+스탬프 찍는곳+연결관+자연석쌓기+준공기념비+칠원동주민송덕비+트랜치,1996-12-17,경기도 평택시청,031-8024-4248,2024-03-08
41220-00286,풍진 소공원(신설),소공원,,경기도 평택시 서정동 833,37.067101,127.055243,850,,,,,,1980-01-29,경기도 평택시청,031-8024-4248,2024-03-08
41220-00287,상서재 2호 수변공원(동삭2지구),수변공원,,경기도 평택시 칠원동 451-2,37.027392,127.115756,9484,,,,,,2014-03-17,경기도 평택시청,031-8024-4248,2024-03-08
41220-00288,소풍정원,수변공원,,경기도 평택시 고덕면 궁리 424-25,37.011844,127.020575,112245,,그네+그네보호대+모래포장+반원터널분수+우산워터드롭+워터샤워+조합놀이대+탄성고무칩포장,샤워장+세척장+음수전+화장실,,PE이중벽관+맹암거+미로원+빗물받이+소풍정원액자 포토존+수질정화기+엣지+자연석쌓기+집수정,2016-02-29,경기도 평택시청,031-8024-4248,2024-03-08
41220-00289,수변공원 10호(고덕국제화지구 율포리),수변공원,,경기도 평택시 고덕면 율포리 65답,37.042043,127.044785,11800,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00290,수변공원 11호(고덕국제화지구 여염리),수변공원,,경기도 평택시 고덕면 여염리 281-8답,37.042913,127.047362,10395,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00291,수변공원 12호(고덕국제화지구 율포리),수변공원,,경기도 평택시 고덕면 율포리 산11-5임,37.042370,127.043867,26763,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00292,수변공원 13호(고덕국제화지구  장당동),수변공원,,경기도 평택시 장당동 559-1대,37.041184,127.071250,13428,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00293,수변공원 14호(고덕국제화지구  율포리),수변공원,,경기도 평택시 고덕면 율포리 2-6목,37.049900,127.043385,8285,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00294,수변공원 15호(고덕국제화지구  장당동),수변공원,,경기도 평택시 장당동 524-58답,37.049070,127.052502,30638,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00295,수변공원 1호(고덕국제화지구 해창리),수변공원,,경기도 평택시 고덕면 해창리 99답,37.027325,127.029194,4809,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00296,수변공원 2호(고덕국제화지구 궁리),수변공원,,경기도 평택시 고덕면 궁리 303-2목,37.027408,127.033300,67862,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00297,수변공원 3호(고덕국제화지구 해창리),수변공원,,경기도 평택시 고덕면 해창리 66답,37.030342,127.031781,56051,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00298,수변공원 4호(고덕국제화지구 궁리),수변공원,,경기도 평택시 고덕면 궁리 310답,37.030414,127.033791,15746,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00299,수변공원 5호(고덕국제화지구 좌교리),수변공원,,경기도 평택시 고덕면 좌교리 94답,37.033702,127.036699,8662,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00300,수변공원 6호(고덕국제화지구 여염리),수변공원,,경기도 평택시 고덕면 여염리 377답,37.035169,127.042966,7599,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00301,수변공원 7호(고덕국제화지구 여염리),수변공원,,경기도 평택시 고덕면 여염리 362-1답,37.036833,127.041657,35231,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00302,수변공원 8호(고덕국제화지구 율포리),수변공원,,경기도 평택시 고덕면 율포리 98답,37.041322,127.042695,11150,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00303,수변공원 9호(고덕국제화지구 여염리),수변공원,,경기도 평택시 고덕면 여염리 315답,37.040832,127.045428,11782,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00304,수변공원(브레인시티),수변공원,경기도 평택시 삼남로 236 (도일동),경기도 평택시 도일동 983-7,37.048381,127.098853,61615,,,,,,2010-03-15,경기도 평택시청,031-8024-4248,2024-03-08
41220-00305,수촌1 수변공원(수촌지구),수변공원,,경기도 평택시 칠원동 289-25,37.020343,127.113678,21187,,,,,,2009-12-16,경기도 평택시청,031-8024-4248,2024-03-08
41220-00306,제1호 수변공원(가재지구 128호),수변공원,,경기도 평택시 가재동 479-1,37.042328,127.077653,1100,,,,,,2011-11-25,경기도 평택시청,031-8024-4248,2024-03-08
41220-00307,제2호 수변공원(가재지구 129호),수변공원,,경기도 평택시 가재동 479-1,37.042328,127.077653,6560,,,,,,2011-11-25,경기도 평택시청,031-8024-4248,2024-03-08
41220-00308,통복2 수변공원(수촌지구),수변공원,경기도 평택시 수촌길 50 (칠원동),경기도 평택시 칠원동 286,37.020802,127.113503,13256,,,,,,2009-12-16,경기도 평택시청,031-8024-4248,2024-03-08
41220-00309,물장구 어린이공원(소사벌택지 10호),어린이공원,,경기도 평택시 서정동 산110-4임,37.066367,127.048000,6557,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00310,미로 어린이공원(서재지구 79호),어린이공원,,경기도 평택시 고덕면 두릉리 529-1답,37.055543,127.017238,1770,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00311,미리내 어린이공원(지제세교지구),어린이공원,,경기도 평택시 고덕면 좌교리 399-1답,37.044118,127.013642,4449,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00312,바다 어린이공원(현촌지구),어린이공원,,경기도 평택시 고덕면 해창리 485-1장,37.041406,127.014060,3888,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00313,방아다리 어린이공원(장당 2호),어린이공원,,경기도 평택시 고덕면 해창리 437-1답,37.036903,127.017934,1520,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00314,방죽골 어린이공원(안중지구 택지개발),어린이공원,,경기도 평택시 고덕면 여염리 산60임,37.037592,127.046179,3378,,,,,,2015-04-03,경기도 평택시청,031-8024-4248,2024-03-08
41220-00315,배꽃 어린이공원(소사2지구),어린이공원,,경기도 평택시 서정동 산1-1임,37.071496,127.065145,1853,,,,,,2015-04-03,경기도 평택시청,031-8024-4248,2024-03-08
41220-00316,배당지 어린이공원(청북지구 택지개발),어린이공원,,경기도 평택시 고덕면 율포리 334-2전,37.051333,127.041019,3898,,,,,,2015-04-03,경기도 평택시청,031-8024-4248,2024-03-08
41220-00317,배미 어린이공원,어린이공원,,경기도 평택시 서정동 632답,37.065532,127.043825,2049,,,,,,2015-04-03,경기도 평택시청,031-8024-4248,2024-03-08
41220-00318,백로 어린이공원(청북지구 택지개발),어린이공원,,경기도 평택시 서정동 617-7답,37.068493,127.047609,6117,,,,,,2015-04-03,경기도 평택시청,031-8024-4248,2024-03-08
41220-00319,비전 어린이공원,어린이공원,,경기도 평택시 고덕면 여염리 326-4답,37.039568,127.045056,2072,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00320,비파 어린이공원(청북지구 택지개발),어린이공원,,경기도 평택시 고덕면 율포리 184-6장,37.045928,127.031262,2098,,,,,,2015-04-03,경기도 평택시청,031-8024-4248,2024-03-08
41220-00321,사랑방 어린이공원(용죽지구),어린이공원,,경기도 평택시 고덕면 좌교리 270답,37.040669,127.029528,4674,,,,,,2015-04-03,경기도 평택시청,031-8024-4248,2024-03-08
41220-00322,삼각 어린이공원,어린이공원,,경기도 평택시 고덕면 해창리 15-2장,37.031435,127.026598,2280,,,,,,2015-04-03,경기도 평택시청,031-8024-4248,2024-03-08
41220-00323,상가 어린이공원,어린이공원,,경기도 평택시 고덕면 해창리 733-27임,37.026212,127.016897,2258,,,,,,2015-04-03,경기도 평택시청,031-8024-4248,2024-03-08
41220-00324,상서재 어린이공원(서재지구 75호),어린이공원,,경기도 평택시 고덕면 여염리 373-2답,37.036401,127.044059,1585,,,,,,2015-04-03,경기도 평택시청,031-8024-4248,2024-03-08
41220-00325,새터말 어린이공원,어린이공원,,경기도 평택시 고덕면 여염리 산66임,37.035739,127.043912,1712,,,,,,2015-04-03,경기도 평택시청,031-8024-4248,2024-03-08
41220-00326,새한 어린이공원,어린이공원,,경기도 평택시 고덕면 여염리 296-2답,37.041939,127.048848,1864,,,,,,2015-04-03,경기도 평택시청,031-8024-4248,2024-03-08
41220-00327,색동(제1호) 어린이공원(영신지구),어린이공원,,경기도 평택시 장당동 531답,37.046524,127.053769,2134,,,,,,2015-04-03,경기도 평택시청,031-8024-4248,2024-03-08
41220-00328,샛별 어린이공원(서재지구 78호),어린이공원,,경기도 평택시 서정동 678-36대,37.071243,127.059738,1625,,,,,,2015-04-03,경기도 평택시청,031-8024-4248,2024-03-08
41220-00329,서당제 어린이공원(안중지구 택지개발),어린이공원,,경기도 평택시 서정동 산126-4과,37.061627,127.043251,1509,,,,,,2015-04-03,경기도 평택시청,031-8024-4248,2024-03-08
41220-00330,서재초 어린이공원(동삭2지구),어린이공원,,경기도 평택시 고덕면 두릉리 산42임,37.058579,127.028561,1522,,,,,,2015-04-03,경기도 평택시청,031-8024-4248,2024-03-08
41220-00331,서정 어린이공원,어린이공원,,경기도 평택시 고덕면 두릉리 631-1답,37.055653,127.025264,2182,,,,,,2015-04-03,경기도 평택시청,031-8024-4248,2024-03-08
41220-00332,성동 어린이공원,어린이공원,,경기도 평택시 고덕면 두릉리 593-4답,37.055621,127.023015,2345,,,,,,2015-04-03,경기도 평택시청,031-8024-4248,2024-03-08
41220-00333,소사1 어린이공원(소사지구),어린이공원,,경기도 평택시 고덕면 해창리 490-2대,37.042464,127.014761,1511,,,,,,2015-04-03,경기도 평택시청,031-8024-4248,2024-03-08
41220-00334,소사뜰 어린이공원(소사2지구),어린이공원,,경기도 평택시 고덕면 율포리 438-11임,37.047403,127.030629,2369,,,,,,2015-04-03,경기도 평택시청,031-8024-4248,2024-03-08
41220-00335,소사벌 어린이공원,어린이공원,,경기도 평택시 고덕면 율포리 376전,37.050300,127.034107,1868,,,,,,2015-04-03,경기도 평택시청,031-8024-4248,2024-03-08
41220-00336,송담4로 어린이공원(안중송담지구),어린이공원,,경기도 평택시 고덕면 해창리 61-1답,37.031237,127.031844,1857,,,,,,2015-04-03,경기도 평택시청,031-8024-4248,2024-03-08
41220-00337,송담5길 어린이공원(안중 송담지구),어린이공원,,경기도 평택시 고덕면 당현리 524-2답,37.064697,127.031864,9166,,,,,,2015-04-03,경기도 평택시청,031-8024-4248,2024-03-08
41220-00338,송담6길 어린이공원(안중 송담지구),어린이공원,,경기도 평택시 고덕면 율포리 480답,37.049688,127.025091,8114,,,,,,2015-04-03,경기도 평택시청,031-8024-4248,2024-03-08
41220-00339,송담8길 어린이공원(안중 송담지구),어린이공원,,경기도 평택시 고덕면 율포리 106답,37.042946,127.042342,9077,,,,,,2015-04-03,경기도 평택시청,031-8024-4248,2024-03-08
41220-00340,송담9길 어린이공원(안중 송담지구),어린이공원,,경기도 평택시 고덕면 해창리 382존,37.036711,127.023278,6614,,,,,,2015-04-03,경기도 평택시청,031-8024-4248,2024-03-08
41220-00341,송북 어린이공원,어린이공원,,경기도 평택시 서정동 692-5대,37.071243,127.059738,2542,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00342,송천 어린이공원,어린이공원,,경기도 평택시 서정동 산127-13임,37.061306,127.043194,5638,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00343,송화 어린이공원,어린이공원,,경기도 평택시 지산동 1136,37.077127,127.066247,1616.7,벤치프레스+어깨근육풀기+옆파도타기+오금펴기+온몸허리돌리기+윗몸일으키기+하늘걷기,그네+그네보호대+모래포장+시소+조합놀이대+회전놀이대+흔들놀이,음수전,,맹암거(간선)+맹암거(지선)+우수관+집수정,1991-06-18,경기도 평택시청,031-8024-4248,2024-03-08
41220-00344,수촌1 어린이공원(수촌지구),어린이공원,,경기도 평택시 이충동 631,37.057816,127.063011,1536.2,다리뻗치기+등허리지압기+옆파도타기+온몸근육풀기+온몸역기내리기+온몸허리돌리기,고무매트포장+조합놀이대,,,집수정,2002-05-29,경기도 평택시청,031-8024-4248,2024-03-08
41220-00345,수촌2 어린이공원(수촌지구),어린이공원,,경기도 평택시 장당동 641-9,37.051757,127.064859,1500,마라톤운동기+온몸역기내리기+하늘걷기,모래포장+조합놀이대+흔들놀이,자전거보관대,,집수정,2004-02-06,경기도 평택시청,031-8024-4248,2024-03-08
41220-00346,숲속 어린이공원(소사벌택지 1호),어린이공원,,경기도 평택시 이충동 676,37.058548,127.069157,4039.3,다리뻗치기+다목적 운동장+등허리지압기+마라톤운동기+하늘걷기,고무칩포장+시소+조합놀이대,,,운동시설보호대+집수정,2002-05-29,경기도 평택시청,031-8024-4248,2024-03-08
41220-00347,신대쌈지 어린이공원,어린이공원,,경기도 평택시 이충동 687,37.060955,127.069178,1997.2,옆파도타기+윗몸일으키기+하늘걷기,고무매트포장+고무칩포장+그네+조합놀이대,,,수목보호대+운동시설보호대+집수정+트랜치,2002-05-29,경기도 평택시청,031-8024-4248,2024-03-08
41220-00348,신서 어린이공원,어린이공원,,경기도 평택시 서정동 845,37.066265,127.061203,1600.1,손잡이 평행대+온몸역기내리기+온몸허리돌리기+철봉+하늘걷기,고무매트포장+그네+시소,,,수목보호대,1986-09-30,경기도 평택시청,031-8024-4248,2024-03-08
41220-00349,신작 어린이공원,어린이공원,,경기도 평택시 칠원동 393-4,37.026563,127.109632,4053,,,,,,2009-12-16,경기도 평택시청,031-8024-4248,2024-03-08
41220-00350,신촌 새마답 어린이공원(신촌지구 동부 103호),어린이공원,경기도 평택시 새말로 90-4 (칠원동),경기도 평택시 칠원동 388-4,37.024643,127.109529,5143,,,,,,2009-12-16,경기도 평택시청,031-8024-4248,2024-03-08
41220-00351,신촌 장자울 어린이공원(신촌지구 동부 104호),어린이공원,,경기도 평택시 고덕면 두릉리 797-1,37.063510,127.027702,1872.8,마라톤운동기+배드민턴장+배드민턴지주대+옆파도타기+온몸근육풀기+온몸역기올리기+온몸허리돌리기+윗몸일으키기+하늘걷기,고무칩포장+조합놀이대,음수전,,디자인집수정+상수관+수목보호대+우수관+제수변+집수정+트랜치,2006-08-28,경기도 평택시청,031-8024-4248,2024-03-08
41220-00352,신흥 어린이공원(신흥지구),어린이공원,,경기도 평택시 지산동 1260,37.082884,127.068815,4205,온몸역기내리기+온몸허리돌리기+하늘걷기,고무칩포장+놀이집+조합놀이대,,,자연석쌓기+트랜치,2007-10-22,경기도 평택시청,031-8024-4248,2024-03-08
