"관리번호",공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
41220-00353,안정 어린이공원(안정지구 6호),어린이공원,,경기도 평택시 장당동 632-1,37.051373,127.061853,2500.1,온몸허리돌리기+철봉+평행봉,모래포장+조합놀이대+회전놀이대+흔들놀이,자전거보관대,점토블럭 관람대,집수정+트랜치,2002-10-25,경기도 평택시청,031-8024-4248,2024-03-08
41220-00354,안중 22호 어린이공원(인광지구),어린이공원,,경기도 평택시 칠원동 산62-3,37.035098,127.105155,3410,,,,,,2013-05-08,경기도 평택시청,031-8024-4248,2024-03-08
41220-00355,암석 제3호 어린이공원(영신지구),어린이공원,,경기도 평택시 서정동 786,37.069903,127.055693,1652.2,어깨근육풀기+옆파도타기+온몸노젓기+온몸역기올리기+온몸허리돌리기+윗몸일으키기+족구대+족구장+하늘걷기,그네+모래포장+조합놀이대+흔들놀이,,,배수관+집수정,1980-01-29,경기도 평택시청,031-8024-4248,2024-03-08
41220-00356,앞마당 어린이공원(용죽지구),어린이공원,경기도 평택시 지산로 101 (독곡동 대림아파트),경기도 평택시 독곡동 489,37.081727,127.064462,2211.8,마라톤+역기올리기+옆파도타기+온몸근육풀기+온몸역기내리기+온몸허리돌리기+윗몸일으켜기+자유철봉+하늘걷기,그네+그물오르기+미스트터널+조합놀이대+터널놀이+트랙라이더,음수전,,,1991-06-18,경기도 평택시청,031-8024-4248,2024-03-08
41220-00357,어린이공원 1호(황해경제자유구역 현덕지구),어린이공원,,경기도 평택시 지산동 1026,37.081061,127.059896,2110.6,배드민턴지주대+벤치프레스+어깨근육풀기+옆파도타기+온몸허리돌리기+윗몸일으키기+평행봉+하늘걷기,그네+그네보호대+모래포장+시소+조합놀이대+회전놀이대,음수대,,집수정,1992-11-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00358,어린이공원(주공2단지재개발),어린이공원,경기도 평택시 새말로104번길 48 (칠원동),경기도 평택시 칠원동 산39-4,37.022154,127.108465,2071,,,,,,2009-12-16,경기도 평택시청,031-8024-4248,2024-03-08
41220-00359,어린이공원(통복지구),어린이공원,,경기도 평택시 칠원동 250-8,37.021009,127.110292,1984,,,,,,2009-12-16,경기도 평택시청,031-8024-4248,2024-03-08
41220-00360,어울림 어린이공원(현촌지구),어린이공원,,경기도 평택시 서정동 906,37.061307,127.057443,1654.1,어깨근육풀기+역기올리기+온몸허리돌리기+하늘걷기+허리펴기,그네+시소+조합놀이대,음수전,,,1980-01-29,경기도 평택시청,031-8024-4248,2024-03-08
41220-00361,어인남 어린이공원,어린이공원,,경기도 평택시 칠원동 산36-7,37.027298,127.103850,3627,,,,,,2009-12-16,경기도 평택시청,031-8024-4248,2024-03-08
41220-00362,어제 3호 어린이공원(모산영신지구),어린이공원,,경기도 평택시 칠원동 128-2,37.027380,127.104663,4029,,,,,,2009-12-16,경기도 평택시청,031-8024-4248,2024-03-08
41220-00363,오좌 어린이공원,어린이공원,,경기도 평택시 독곡동 472,37.084521,127.063593,1782.8,마라톤운동기+어깨근육풀기+옆파도타기+온몸역기내리기+온몸역기올리기+온몸허리돌리기+윗몸일으키기+평행봉+하늘걷기,,,,집수정,1991-06-18,경기도 평택시청,031-8024-4248,2024-03-08
41220-00364,옹기 어린이공원,어린이공원,,경기도 평택시 서정동 868,37.065383,127.057560,1654.7,옆타도타기+온몸허리돌리기+하늘걷기,그네+시소+조합놀이대,음수대,,,1980-01-29,경기도 평택시청,031-8024-4248,2024-03-08
41220-00365,용이1호 어린이공원(용이지구),어린이공원,,경기도 평택시 서정동 809,37.064730,127.064543,1592.2,옆파도타기+온몸허리돌리기+윗몸일으키기+전신달리기+전신올리기+하늘걷기,그네+모래포장+올라서 돌리기+조합놀이대+흔들놀이,,,맹암거(간선)+맹암거(지선)+집수정,1986-09-30,경기도 평택시청,031-8024-4248,2024-03-08
41220-00366,용이2호 어린이공원(용이지구),어린이공원,,경기도 평택시 장당동 631-1,37.048934,127.057736,2147.6,농구대,그네+모래포장+조합놀이대+흔들놀이,자전거보관대,,집수정,2002-10-25,경기도 평택시청,031-8024-4248,2024-03-08
41220-00367,용이3호 어린이공원(용이지구),어린이공원,,경기도 평택시 도일동 1167-1,37.040157,127.100104,6523.1,옆파도타기+온몸역기올리기+온몸허리돌리기+하늘걷기,고무칩포장+조합놀이대+흔들놀이,음수전,,준공기념비+집수정+트랜치,2005-10-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00368,용이4호 어린이공원(용이지구),어린이공원,,경기도 평택시 이충동 590,37.063458,127.066653,3159.4,옆파도타기+온몸근육풀기+하늘걷기,고무칩포장+그네+조합놀이대,음수대+음수전,,PE 빗물받이+우수관+집수정+트랜치,1993-06-28,경기도 평택시청,031-8024-4248,2024-03-08
41220-00369,우주별 어린이공원(소사벌택지 8호),어린이공원,,경기도 평택시 장당동 469-2,37.047925,127.056432,2395,,,,,,2009-09-25,경기도 평택시청,031-8024-4248,2024-03-08
41220-00370,원앙 어린이공원,어린이공원,,경기도 평택시 장안동 620,37.061018,127.080700,3373,다리뻗치기+마라톤운동기+옆파도타기+온몸근육풀기+온몸노젓기+평행봉+하늘걷기,공중걷기대+그네+그네보호대+모래포장+조합놀이대+흔들놀이,자전거거치대,,자연석쌓기+집수정,2007-11-19,경기도 평택시청,031-8024-4248,2024-03-08
41220-00371,원이충 어린이공원,어린이공원,,경기도 평택시 서정동 881,37.063619,127.054832,1654.9,양팔줄당기기+어깨근육풀기+옆파도타기+온몸허리돌리기+윗몸일으키기+하늘걷기,그네+그네보호대+모래포장+조합놀이대,음수대,,맹암거(간선)+맹암거(지선)+집수정,1980-01-29,경기도 평택시청,031-8024-4248,2024-03-08
41220-00372,원장당 어린이공원(장당 1호),어린이공원,,경기도 평택시 가재동 442,37.043810,127.076560,1730,,,,,,2011-11-25,경기도 평택시청,031-8024-4248,2024-03-08
41220-00373,원정 어린이공원(포승공단),어린이공원,경기도 평택시 삼남로 357 (장안동),경기도 평택시 장안동 60-1,37.057468,127.092162,1515,,,,,,2010-03-15,경기도 평택시청,031-8024-4248,2024-03-08
41220-00374,원평14통(삽다리) 어린이공원,어린이공원,,경기도 평택시 진위면 하북리 94-1,37.112162,127.063630,1542,,,,,,2007-07-09,경기도 평택시청,031-8024-4248,2024-03-08
41220-00375,유통단지 어린이공원(동부 83호),어린이공원,,경기도 평택시 가재동 534,37.042838,127.074142,2590,,,,,,2011-11-25,경기도 평택시청,031-8024-4248,2024-03-08
41220-00376,은실 어린이공원,어린이공원,,경기도 평택시 진위면 견산리 393,37.108089,127.072214,2526,,,,,,2007-07-09,경기도 평택시청,031-8024-4248,2024-03-08
41220-00377,은행 어린이공원,어린이공원,,경기도 평택시 장안동 211-3,37.050840,127.088939,1510,,,,,,2010-03-15,경기도 평택시청,031-8024-4248,2024-03-08
41220-00378,이곡 어린이공원,어린이공원,,경기도 평택시 가재동 산88-2,37.041139,127.078272,3240,,,,,,2011-11-25,경기도 평택시청,031-8024-4248,2024-03-08
41220-00379,이충 어린이공원,어린이공원,,경기도 평택시 진위면 가곡리 79-1,37.112042,127.088413,2202,,,,,,2007-07-09,경기도 평택시청,031-8024-4248,2024-03-08
41220-00380,자미 어린이공원(청북지구 택지개발),어린이공원,,경기도 평택시 장안동 산129-2,37.051702,127.092865,1535,,,,,,2010-03-15,경기도 평택시청,031-8024-4248,2024-03-08
41220-00381,작골 어린이공원(청북지구 택지개발),어린이공원,,경기도 평택시 진위면 봉남리 444-1,37.098858,127.088341,1687,,,,,,2007-07-09,경기도 평택시청,031-8024-4248,2024-03-08
41220-00382,잔다리 어린이공원,어린이공원,,경기도 평택시 도일동 965-5,37.054273,127.097759,2226,,,,,,2010-03-15,경기도 평택시청,031-8024-4248,2024-03-08
41220-00383,장당 택지지구 어린이공원,어린이공원,,경기도 평택시 지산동 1088,37.079122,127.061846,2444.2,마라톤운동기+배드민턴장+배드민턴지주대+어깨근육풀기+옆파도타기+온몸역기올리기+온몸허리돌리기+지압보도+하늘걷기,그네+그네보호대+모래포장+조합놀이대+회전놀이대,음수전,,맹암거(간선)+맹암거(지선)+우수관+집수정,1992-11-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00384,장미 어린이공원,어린이공원,경기도 평택시 지산1로24번길 4-13 (지산동),경기도 평택시 지산동 689-3,37.077063,127.059261,390,마라톤운동기+온몸허리돌리기,모래포장+시소+조합놀이대,,,집수정+트랜치,2005-12-19,경기도 평택시청,031-8024-4248,2024-03-08
41220-00385,장안하늘채 어린이공원(동부 18호),어린이공원,,경기도 평택시 지산동 1092,37.075343,127.063361,1847.9,마라톤운동+어깨근육풀기+허리돌리기,그네,음수전,,PE빗물받이+PE빗물받이(고무칩하부)+우수관+집수정+횡단배수로,1992-11-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00386,장터골 어린이공원(안중지구 택지개발),어린이공원,,경기도 평택시 지산동 1237-4,37.080461,127.077329,975,고무칩포장+마라톤운동기+어깨근육풀기+온몸허리돌리기+윗몸일으키기+철봉,고무칩포장+조합놀이대+흔들놀이,음수대,,상수관+우수관+의류수거함+집수정+화강석판석놓기,2006-12-18,경기도 평택시청,031-8024-4248,2024-03-08
41220-00387,점촌 어린이공원,어린이공원,,경기도 평택시 서정동 790,37.070013,127.059013,1657.3,어깨근육풀기+옆파도타기+온몸허리돌리기,그네+그네보호대+모래포장+시소+조합놀이대,,,L형측구+기존배수관천공+맹암거(간선)+맹암거(지선)+스틸그레이팅+연결관+집수정,1980-01-29,경기도 평택시청,031-8024-4248,2024-03-08
41220-00388,정글 어린이공원(소사벌택지 12호),어린이공원,경기도 평택시 송일로25번길 14 (서정동),경기도 평택시 서정동 855,37.064395,127.059783,1608.8,어깨근육풀기+온몸허리돌리기+윗몸일으키기+하늘걷기,고무칩포장+그네+그네보호대+모래포장+조합놀이대+흔들놀이,,,빗물받이+유공관+집수정+트랜치+흉관,1986-09-30,경기도 평택시청,031-8024-4248,2024-03-08
41220-00389,정원 어린이공원,어린이공원,,경기도 평택시 서정동 1119,37.071931,127.062913,2285,마라톤운동기+배드민턴장+배드민턴지주대+온몸허리돌리기+자유철봉+하늘걷기,고무칩포장+조합놀이대,,,자연석쌓기+집수정+트랜치,2005-09-26,경기도 평택시청,031-8024-4248,2024-03-08
41220-00390,제1호 어린이공원 제130호(가재지구),어린이공원,,경기도 평택시 서정동 833,37.067101,127.055243,1656.2,어깨근육풀기+옆파도타기+온몸역기내리기+온몸허리돌리기+윗몸일으키기+전신사이클+하늘걷기,고무칩포장+그네+조합놀이대,,,,1980-01-29,경기도 평택시청,031-8024-4248,2024-03-08
41220-00391,제1호 어린이공원(브레인시티),어린이공원,,경기도 평택시 서정동 1125,37.058838,127.060253,3700,마라톤운동기+온몸허리돌리기+자유형철봉+하늘걷기,고무칩포장+모래포장+삼각그물오르기+시소+조합놀이대+흔들놀이,,,PE관 설치+맹암거(간선)+맹암거(지선)+빗물받이+수목보호홀덮개+옹벽+원심력수로관+집수정,2005-12-12,경기도 평택시청,031-8024-4248,2024-03-08
41220-00469,문화공원 2호(황해경제구역 현덕지구),문화공원,,경기도 평택시 현덕면 장수리 353-3,36.933907,126.903334,27298,,,,,,2016-06-17,경기도 평택시청,031-8024-4248,2024-03-08
41220-00393,신촌 쇠물뿌리 체육공원(신촌지구  동부 102호),체육공원,,경기도 평택시 칠원동 417-1,37.024080,127.103756,10849,,,,,,2009-12-16,경기도 평택시청,031-8024-4248,2024-03-08
41220-00394,제1호 체육공원(브레인시티),체육공원,,경기도 평택시 도일동 582-3,37.049115,127.106627,10110,,,,,,2010-03-15,경기도 평택시청,031-8024-4248,2024-03-08
41220-00395,제2호 체육공원(브레인시티),체육공원,,경기도 평택시 가재동 128,37.038626,127.087233,15574,,,,,,2010-03-15,경기도 평택시청,031-8024-4248,2024-03-08
41220-00396,1호 도란뜰 근린공원(화양지구),근린공원,,경기도 평택시 안중읍 현화리 산350-4임,36.987556,126.906090,11082,,,,,,2013-10-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00397,2호 근린공원 (화양지구),근린공원,,경기도 평택시 현덕면 운정리 산72-1,36.986097,126.899903,14126,,,,,,2013-10-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00398,3호 뜸이기뜰 근린공원(화양지구),근린공원,,경기도 평택시 현덕면 운정리 산63-3,36.982419,126.901233,23523,,,,,,2013-10-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00399,4호 개랑뜰 근린공원(화양지구),근린공원,,경기도 평택시 현덕면 화양리 산161,36.979132,126.903779,177252,,,,,,2013-10-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00400,5호 흰여울뜰 근린공원(화양지구),근린공원,,경기도 평택시 현덕면 운정리 산40-1,36.975961,126.899459,29593,,,,,,2013-10-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00401,6호 늘솔길뜰 근린공원 (화양지구),근린공원,,경기도 평택시 현덕면 운정리 산20,36.971960,126.898366,58544,,,,,,2013-10-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00402,7호 갈매빛뜰 근린공원 (화양지구),근린공원,,경기도 평택시 현덕면 운정리 산2-1,36.967529,126.900795,46588,,,,,,2013-10-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00403,가사 근린공원(청북지구 택지개발),근린공원,,경기도 평택시 청북면 옥길리 1090,37.019934,126.909408,23286.8,3단 다리걸치기+3단 철봉+배드민턴 네트대+배드민턴장+온몸허리돌리기+윗몸일으키기+평행봉,,,,집수정,2005-10-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00404,개나리 근린공원(청북 어연한산공단),근린공원,,경기도 평택시 청북면 어연리 898-1,37.051436,126.977508,13995.2,농구대+어깨근육풀기+옆파도타기+온몸근육풀기+온몸허리돌리기+윗몸일으키기+족구대+족구장,그네+그네보호대+모래포장+조합놀이대+회전놀이대,음수전+자전거보관대+주차장+화장실,,배수로+집수정,2001-02-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00405,근린공원 1호(황해자유구역 현덕지구),근린공원,,경기도 평택시 현덕면 장수리 264-18,36.936670,126.914174,58462,,,,,,2016-06-17,경기도 평택시청,031-8024-4248,2024-03-08
41220-00406,근린공원 2호(황해자유구역 현덕지구),근린공원,,경기도 평택시 현덕면 권관리 824,36.929521,126.907927,31877,,,,,,2016-06-17,경기도 평택시청,031-8024-4248,2024-03-08
41220-00407,근린공원 3호(황해자유구역 현덕지구),근린공원,,경기도 평택시 현덕면 권관리 705,36.924730,126.912089,30498,,,,,,2016-06-17,경기도 평택시청,031-8024-4248,2024-03-08
41220-00408,금곡 근린공원,근린공원,,경기도 평택시 안중읍 안중리 산17-1,36.994316,126.940887,52500,,,,,,2000-03-03,경기도 평택시청,031-8024-4248,2024-03-08
41220-00409,능안 근린공원,근린공원,,경기도 평택시 청북면 현곡리 산94-7,37.043283,126.928905,26600,,,,,,1998-05-08,경기도 평택시청,031-8024-4248,2024-03-08
41220-00410,도곡 근린공원(포승공단),근린공원,,경기도 평택시 포승읍 도곡리 1110,36.989362,126.847404,15000.1,게이트볼장+다목적 운동장+등허리지압기+발바닥지압걷기 +어깨근육풀기+온몸노젓기+온몸역기내리기+온몸허리돌리기+하늘걷기,그네(2인용)+야자수버켓+워터드롭+워터터널+조합놀이대+조합놀이대(물놀이시설),음수전,,배수로+집수정,2000-09-27,경기도 평택시청,031-8024-4248,2024-03-08
41220-00411,뚝넘어 근린공원(청북지구 택지개발),근린공원,,경기도 평택시 청북면 옥길리 1155,37.024696,126.913794,40508.4,다리뻗치기+등허리굽히기+등허리지압기+마라톤운동기+양팔줄당기기+어깨근육풀기+온몸노젓기+온몸역기내리기+온몸허리돌리기+윗몸일으키기+하늘걷기,,,,트랜치,2005-10-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00412,만호 근린공원(포승2산단),근린공원,,경기도 평택시 포승읍 만호리 산9-1,36.967071,126.861402,29869.8,농구대(이동식)+농구장+등허리근육풀기+마라톤운동기+배드민턴장+배드민턴지주대+온몸근육풀기+온몸노젓기+온몸역기올리기+족구네트+족구장+족구지주+축구대+축구장+하늘걷기,고무매트포장+조합놀이대,화장실,,수목보호대+연결관+자연석쌓기+집수정+트랜치,2010-02-26,경기도 평택시청,031-8024-4248,2024-03-08
41220-00413,무릉 근린공원,근린공원,,경기도 평택시 청북면 현곡리 산10-5,37.040094,126.941370,61106,,,,,,1998-05-08,경기도 평택시청,031-8024-4248,2024-03-08
41220-00414,번제 근린공원(포승공단),근린공원,,경기도 평택시 포승읍 원정리 1355,36.984383,126.833052,118326.7,다리올리기+등허리펴기+말뚝건너기+사다리오르내리기+옆파도타기+온몸노젓기+온몸역기올리기+온몸허리돌리기+자유평행봉+평행봉+하늘걷기,그네+그네보호대+그물망 사다리 놀이대+모래포장+조합놀이대+흔들놀이,자전거보관대+화장실,,배수로+수목보호홀덮개+집수정+트랜치,2001-08-18,경기도 평택시청,031-8024-4248,2024-03-08
41220-00415,비둘기 근린공원(청북 어연한산공단),근린공원,,경기도 평택시 청북면 어연리 888,37.049486,126.972925,14693.1,어깨근육풀기+옆파도타기+온몸근육풀기+온몸허리돌리기+윗몸일으키기+축구대+축구장+풋살골대,,음수전+자전거거치대+화장실,,,2001-02-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00416,살박 근린공원(청북지구 택지개발),근린공원,,경기도 평택시 청북면 옥길리 1173,37.024696,126.913794,14980.4,배드민턴대+배드민턴장,,,,트랜치+화강석옹벽,2005-10-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00417,새터 근린공원(청북지구 택지개발),근린공원,,경기도 평택시 청북면 옥길리 1142,37.024696,126.913794,75770.5,게이트볼장+농구대+등허리지압기+어깨근육풀기+온몸매달려돌기+온몸역기내리기+온몸역기올리기+온몸허리돌리기+족구대+족구장+축구대+축구장,,음수전+자전거보관대+화장실,,수목보호홀덮개+트랜치,2005-10-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00418,송담 근린공원(안중송담지구),근린공원,,경기도 평택시 안중읍 송담리 724,36.972729,126.936473,22458,농구대(이동식)+농구장,말타기+모래포장+목재오름대+접시+조합놀이대+클라임버,자전거보관대,,수목보호대+전시벽+조성극공적불망비+준공기념비+트랜치,2006-02-06,경기도 평택시청,031-8024-4248,2024-03-08
41220-00419,수촌 근린공원(청북지구 택지개발),근린공원,,경기도 평택시 청북면 옥길리 1124,37.024696,126.913794,35492.6,,,화장실,,집수정+트랜치,2005-10-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00420,신당 근린공원(포승공단),근린공원,경기도 평택시 포승읍 평택항로 98,경기도 평택시 포승읍 만호리 589,36.970051,126.847490,143996.8,농구대+미니축구대+심판대+야구장+야구장 기록실+온몸허리돌리기+족구대+축구대+테니스 네트대+테니스장+테니스장 라카룸,,자전거보관대+화장실,,배수로+스틸그레이팅+집수정+포승5지사순절추모비,2000-09-27,경기도 평택시청,031-8024-4248,2024-03-08
41220-00421,안송 근린공원(안중송담지구),근린공원,,경기도 평택시 안중읍 안중리 산78-8,36.983437,126.929102,11642,등허리지압기+온몸근육풀기+온몸노젓기+온몸역기내리기+온몸역기올리기+윗몸일으키기+하늘걷기+허벅지근육풀기,고무매트포장+조합놀이대+회전놀이대+흔들놀이,,,옹벽+트랜치,2006-02-06,경기도 평택시청,031-8024-4248,2024-03-08
41220-00422,안중 근린공원(안중지구 택지개발),근린공원,경기도 평택시 안중읍 현화중앙길 75,경기도 평택시 안중읍 현화리 823-2,36.985234,126.920612,11016.2,3단 다리올리기+3단 철봉+3단건너기+게이트볼 컨테이너+게이트볼장+구름다리+다리근육풀기+배드민턴 네트대+온몸근육풀기+온몸허리돌리기+윗몸일으키기+지압길 포장+평균대+평행봉+하늘걷기,,음수전+화장실,,4각 오수 맨홀뚜껑+오수맨홀+우수맨홀+집수정+트랜치+화장실집수정,1995-05-02,경기도 평택시청,031-8024-4248,2024-03-08
41220-00423,여술 근린공원(포승공단),근린공원,,경기도 평택시 포승읍 도곡리 1108,36.990700,126.841361,40559.3,농구대+다리뻗치기+등허리지압기+땅고르개+링 매달리기+미니축구대+보조골대+사다리오르기+어깨근육풀기+어깨당기기+온몸근육풀기+온몸노젓기+온몸역기내리기+온몸허리돌리기+윗몸일으키기+점수판+족구대+족구장+축구대+축구장+풋살장+하늘걷기,그네+그네보호대+모래포장+조합놀이대,자전거보관대+화장실,,족구장 트랜치+집수정+트랜치,2000-09-27,경기도 평택시청,031-8024-4248,2024-03-08
41220-00424,오성 근린공원(오성산단),근린공원,,경기도 평택시 오성면 양교리 1095,37.024650,126.948927,10019.4,농구장+풋살장+등허리지압기+마라톤운동기+배드민턴장+배드민턴지주대+벽걸이농구대+옆파도타기+온몸근육풀기+온몸역기올리기+풋살골대+하늘걷기,,화장실,,디자인집수정+빗물받이+우수관+자연석쌓기+집수정,2007-01-02,경기도 평택시청,031-8024-4248,2024-03-08
41220-00425,용성 근린공원,근린공원,,경기도 평택시 안중읍 학현리 산6,37.001685,126.935120,88320,,,,,,2000-03-03,경기도 평택시청,031-8024-4248,2024-03-08
41220-00426,율리 근린공원,근린공원,경기도 평택시 안중읍 덕우로 1,경기도 평택시 안중읍 학현리 산65-1,36.991260,126.927811,99999,,,,,,1972-08-25,경기도 평택시청,031-8024-4248,2024-03-08
41220-00427,인광 근린공원(안중송담지구),근린공원,,경기도 평택시 현덕면 인광리 산85-57,36.975632,126.923791,13895,등허리지압기+마라톤운동기+온몸근육풀기+온몸노젓기+온몸역기내리기+온몸역기올리기+윗몸일으키기+하늘걷기+허벅지근육풀기,고무매트포장+조합놀이대,,,급수관+수목보호판+옹벽+집수정+트랜치+흉관,2006-02-06,경기도 평택시청,031-8024-4248,2024-03-08
41220-00428,테미 근린공원(청북지구 택지개발),근린공원,,경기도 평택시 청북면 옥길리 1096,37.024696,126.913794,39750,3단 다리걸치기+3단 철봉+다리뻗치기+등허리지압기+마라톤운동기+온몸근육풀기+온몸노젓기+온몸역기내리기+온몸역기올리기+온몸허리돌리기+윗몸일으키기+자유철봉+지압길 포장+평행봉+하늘걷기+허리젖히기,고무칩포장+그네+모래포장+비탈면 미끄럼틀+시소+징검다리놀이대+회전놀이대+흔들놀이,,,마천석 화계옹벽+자연석쌓기+전기통신맨홀+집수정+트랜치,2005-10-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00429,학현 근린공원,근린공원,,경기도 평택시 안중읍 현화리 637-12,36.989762,126.917503,41993,2단 철봉+마라톤운동기+배드민턴 네트대+배드민턴장+심판의자+어깨근육풀기+옆파도타기+온몸역기내리기+온몸역기올리기+온몸허리돌리기+윗몸일으키기+자유평행봉+족구(테니스)네트대+족구장+테니스장+테니스장 가림막+팔굽혀피기+하늘걷기,고무칩포장+비탈면 미끄럼틀,화장실,,옹벽+자연석쌓기+집수정+측구수로+트랜치,2010-12-30,경기도 평택시청,031-8024-4248,2024-03-08
41220-00430,현곡 근린공원(현곡산단),근린공원,,경기도 평택시 청북면 현곡리 453,37.036974,126.941669,18928.1,3단 철봉+농구대+벤치프레스+오르기기구+온몸허리돌리기+윗몸일으키기+족구 네트대+족구장,,음수전+자전거거치대+화장실,,공사 기념비+자연석쌓기+자연석측구수로+집수정+콘크리트트랜치,2004-10-25,경기도 평택시청,031-8024-4248,2024-03-08
41220-00431,현곡 근린공원(현곡산단),근린공원,,경기도 평택시 청북면 현곡리 산90-13,37.044898,126.931852,19600,,,,,,1998-05-08,경기도 평택시청,031-8024-4248,2024-03-08
41220-00432,현화 근린공원(안중지구 택지개발),근린공원,경기도 평택시 안중읍 안현로서8길 48,경기도 평택시 안중읍 현화리 829,36.980542,126.920402,20534.7,다리근육풀기+다리뻗치기+등허리지압기+마라톤운동기+어깨근육풀기+옆파도타기+온몸근육풀기+온몸역기올리기+온몸허리돌리기+윗몸일으키기+자유철봉+지압길 포장+평행봉+하늘걷기,고무칩포장+물놀이장 물놀이대+조합놀이대,화장실+휠체어경사로,,교육의 선구자 기념비+디자인집수정+디자인트랜치+맨홀+우수맨홀+원주목 사면보호대+집수정+측량기준점+트랜치,1995-05-02,경기도 평택시청,031-8024-4248,2024-03-08
41220-00433,평택 도시농업공원,도시농업공원,,경기도 평택시 오성면 숙성리 49,37.014204,126.985097,34525,,,,,,2015-06-30,경기도 평택시청,031-8024-4248,2024-03-08
41220-00434,고잔7리 쉼터 마을쉼터,기타,,경기도 평택시 청북면 고잔리 1015-1,37.038304,126.888793,800,마라톤운동기+어깨근육풀기+옆파도타기+온몸허리돌리기+하늘걷기,고무칩포장+그네+그네보호대+시소+조합놀이대,,,수목보호덮개+스탠드+주철관+트랜치,,경기도 평택시청,031-8024-4248,2024-03-08
41220-00435,교포1리 마을쉼터,기타,,경기도 평택시 오성면 교포리 52-6,37.005897,127.002129,1000,고무칩포장+어깨근육풀기+온몸허리돌리기+족구장+족구장네트대+하늘걷기,,음수전,,맹암거(간선)+맹암거(지선)+배수로+수목보호판+우수관+집수정,,경기도 평택시청,031-8024-4248,2024-03-08
41220-00436,교포2리 마을쉼터,기타,,경기도 평택시 오성면 교포리 106-15,37.008951,126.998124,1650,고무매트포장+어깨근육풀기+온몸허리돌리기+테니스 네트대+테니스장+하늘걷기,,음수대,,맹암거(간선)+맹암거(지선)+배수로+용수관+우수관+자연석쌓기+집수정+테니스 연습옹벽,,경기도 평택시청,031-8024-4248,2024-03-08
41220-00437,교포3리 마을쉼터,기타,,경기도 평택시 오성면 교포리 108-17,36.998716,126.998317,1200,마라톤운동기+온몸근육풀기+온몸허리돌리기,,,,기존 배수관(천공)+맹암거+배수관+원형수로관+집수정,,경기도 평택시청,031-8024-4248,2024-03-08
41220-00438,금곡5리 쉼터,기타,,경기도 평택시 안중읍 금곡리 산119-1,36.995006,126.952739,4860,등허리지압기+어깨근육풀기+온몸역기내리기+온몸허리돌리기+하늘걷기+훌라허리돌리기,,,,,,경기도 평택시청,031-8024-4248,2024-03-08
41220-00439,길음1리 마을쉼터,기타,경기도 평택시 오성면 길음1길 57-4,경기도 평택시 오성면 길음리 81-1,36.989066,126.963737,1147,등허리지압기+어깨근육풀기+온몸근육풀기+온몸허리돌리기+하늘걷기,흔들놀이,,,배수로+벤치플륨관 +수목보호덮개+스틸그레이팅+원심력수로관+집수정+트랜치+흉관,,경기도 평택시청,031-8024-4248,2024-03-08
