시군명,도서관명,운영기관명,운영방법,소재지주소,전화번호,개관일자,홈페이지주소,자료실개방시간정보,열람실개방시간정보,자료실휴무일자정보,열람실휴무일자정보,자료실개관일수,열람실개관일수,국내도서자료수,국외도서자료수,비도서자료수,전자자료수,연속간행물자료수,WGS84위도,WGS84경도
부천시,상동도서관,지자체,지자체직영,경기도 부천시 상이로 12(상동)경기도 부천시 상이로 12(상동),032-625-4700,2011-10-29,www.bcl.go.kr,"평일09:00022:00(종합자료실)09:00018:00(아동실),09:00~22:00(문학커뮤니티)/토ㆍ일09:00017:00(종합자료실,아동실,문학커뮤니티)",평일09:00022:00휴일09:00~18:00,매주금요일및법정공휴일,매주금요일및법정공휴일,295,,158936,8224,4755,17299,73,37.4901104545,126.7447264196
부천시,꿈빛도서관,지자체,지자체직영,경기도 부천시 신흥로 275번길 19(중동)경기도 부천시 신흥로 275번길 19(중동),032-625-4622,2002-09-10,www.bcl.go.kr,"평일09:00~18:00(종합자료실,아동자료실)/토ㆍ일09:00017:00(종합자료실,아동실자료실)/평일,주말09:00~22:00(전자정보실)",평일09:00022:00주말09:00~18:00,매주월요일및법정공휴일,매주월요일및법정공휴일,300,300,192495,2995,8597,0,40,37.5081027851,126.7737025428
부천시,송내도서관,지자체,지자체직영,경기도 부천시 경인로 92번길 33(송내동)경기도 부천시 경인로 92번길 33(송내동),032-625-4515,2015-12-21,www.bcl.go.kr,"평일09:00~22:00(종합자료실),09:00~18:00(아동자료실,전자정보실)/토ㆍ일09:00017:00(종합자료실,아동실자료실,전자정보실)",평일/주말07:00~22:00,매주금요일및법정공휴일,매주금요일및법정공휴일,295,295,109696,3318,709,0,58,37.4825054606,126.7665645738
부천시,책마루도서관,지자체,지자체직영,경기도 부천시 심중로 121(중동)경기도 부천시 심중로 121(중동),032-625-4645,2007-02-05,www.bcl.go.kr,"평일09:00018:00(종합자료실,아동실,전자정보실)/토ㆍ일09:00~17:00(종합자료실,아동실,전자정보실)",해당없음,매주월요일및법정공휴일,해당없음,300,,107223,4119,6331,0,42,37.4939655177,126.7701064010
부천시,원미도서관,지자체,지자체직영,경기도 부천시 소사로 456(원미동)  경기도 부천시 소사로 456(원미동),032-625-4723,1994-07-01,www.bcl.go.kr,"평일09:00~22:00(종합자료실,아동실)주말09:00~17:00(종합자료실,아동실)",해당없음,매주월요일및법정공휴일,해당없음,298,,225877,2520,10938,0,74,37.4979895039,126.7990397092
부천시,북부도서관,지자체,지자체직영,경기도 부천시 삼작로 301번길 5(도당동)경기도 부천시 삼작로 301번길 5(도당동),032-625-4605,1999-06-01,www.bcl.go.kr,"평일09:00~18:00(종합,아동,전자정보실)주말09:00~17:00(종합,아동,전자정보실)",평일/주말07:00~22:00,매주월요일및법정공휴일,매주월요일및법정공휴일,300,300,137080,1520,12218,0,47,37.5208004111,126.7941300518
부천시,한울빛도서관,지자체,지자체직영,경기도 부천시 소사로 107(소사본동) 경기도 부천시 소사로 107(소사본동),032-625-4668,2008-09-20,www.bcl.go.kr,"평일09:00022:00(종합자료실)09:00018:00(아동실,전자정보실)토ㆍ일09:00017:00(종합자료실,아동실,전자정보실)",평일/주말07:00~22:00,매주금요일및법정공휴일,매주금요일및법정공휴일,295,295,128193,4155,7073,0,78,37.4679422102,126.7966402737
부천시,도당도서관,지자체,지자체직영,경기도 부천시 부천로 360(도당동)경기도 부천시 부천로 360(도당동),032-625-4500,2017-02-07,www.bcl.go.kr,화~토10:00~19:00,해당없음,매주일·월요일및법정공휴일,해당없음,249,,32136,223,0,0,43,37.5160956276,126.7851783965
부천시,오정도서관,지자체,지자체직영,경기도 부천시 성오로 172(오정동)경기도 부천시 성오로 172(오정동),032-625-4106,2017-04-29,www.bcl.go.kr,"평일09:00~22:00(종합자료실)주말09:00~17:00(종합자료실,아동실)",평일/주말07:00022:00,매주금요일및법정공휴일,매주금요일및법정공휴일,295,295,93088,511,616,0,69,37.5283469861,126.7960281955
부천시,동화도서관,지자체,지자체직영,경기도 부천시 장말로 107 복사골문화센터 1층경기도 부천시 장말로 107 복사골문화센터 1층,032-625-4650,2017-10-10,www.bcl.go.kr,화~토09:00~18:00,해당없음,매주일ㆍ월요일및법정공휴일,해당없음,248,,57482,2173,0,0,26,37.4946603891,126.7543640389
부천시,해밀도서관,지자체,지자체위탁,경기도 부천시 옥산로 10번길 4(중동)경기도 부천시 옥산로 10번길 4(중동),032-650-4600,2008-06-02,www.hmlib.or.kr,월0토09:00~18:00월0토09:00~21:00(일반자료실),월0토08:00~22:00,매주일요일및법정공휴일,매주일요일및법정공휴일,295,295,80938,1915,11896,4610,81,37.4944978944,126.7804860221
부천시,만화도서관,(재)한국만화영상진흥원,사립,경기도 부천시 길주로 1(상3동 529-36)경기도 부천시 길주로 1(상3동 529-36),032-310-3054,2018-03-15,www.kmas.or.kr,"평일,주말10:00~18:00",해당없음,"매주월요일,1월1일,설·추석연휴",해당없음,307,,199383,15032,5104,0,92,37.5086718515,126.7437361036
부천시,역곡도서관,지자체,지자체직영,경기도 부천시 지봉로 51번길 54경기도 부천시 지봉로 51번길 54,032-625-4594,2019-05-29,www.bcl.go.kr,"평일09:00~22:00(종합자료실)09:00~18:00(아동실)주말09:00~17:00(종합자료실,아동실)",해당없음,매주월요일및법정공휴일,해당없음,300,,47799,1432,384,0,74,37.4882810169,126.8034514319
부천시,별빛마루도서관,지자체,지자체직영,경기도 부천시 옥길로 105 (옥길동)경기도 부천시 옥길로 105 (옥길동),032-625-9779,2022-07-06,www.bcl.go.kr,"평일07:00~22:00(일반자료실),09:00~18:00(유아,어린이자료실)주말07:00~22:00(일반자료실)09:00~17:00(유아,어린이자료실)",해당없음,매주월요일및법정공휴일,해당없음,148,,57065,4111,0,0,100,37.4667154766,126.8211454450
부천시,수주도서관,지자체,지자체직영,경기도 부천시 고리울로 8번길 77(고강동)경기도 부천시 고리울로 8번길 77(고강동),032-625-4330,2022-07-08,www.bcl.go.kr,"평일09:00~22:00(일반자료실),09:00~18:00(어린이자료실)휴일09:00~17:00(일반자료실,어린이자료실)",해당없음,매주월요일및법정공휴일,해당없음,147,,51055,923,197,0,96,37.5243326452,126.8169456824
남양주시,와부도서관,지자체,지자체직영,경기도 남양주시 와부읍 월문천로 43  경기도 남양주시 와부읍 월문천로 43,031-590-8920,2009-07-14,http://lib.nyj.go.kr/waboo,"평일09:00~22:00(문헌정보실)평일09:00~18:00(어린이자료실)평일09:00~18:00(디지털자료실)/주말및휴일09:00~18:00(문헌정보실,어린이자료실,디지털자료실)",평일및휴일09:00~22:00,"2/4주금요일,1월1일(신정),설·추석연휴","2/4주금요일,1월1일(신정),설·추석연휴",302,302,133109,5645,6141,0,116,37.5856848081,127.2174961929
남양주시,진건도서관,지자체,지자체직영,경기도 남양주시 진건읍 진건오남로 41-25경기도 남양주시 진건읍 진건오남로 41-25,031-590-8260,2006-03-03,http://lib.nyj.go.kr/jingeon,"평일09:00~22:00(문헌정보실)09:00~18:00(어린이실,디지털실)/주말및휴일09:00018:00(어린이실,문헌정보실,디지털실)",평일및휴일09:00~22:00,"2/4주금요일,1월1일(신정),설·추석연휴","2/4주금요일,1월1일(신정),설·추석연휴",311,311,107329,3179,3898,0,116,37.6551388759,127.1774292525
남양주시,평내도서관,지자체,지자체직영,경기도 남양주시 의안로 134  경기도 남양주시 의안로 134,031-590-8560,2010-04-16,http://lib.nyj.go.kr/pynae,"평일09:00~22:00(문헌정보실)09:00~18:00(어린이실,디지털실)/주말및휴일09:00018:00(어린이실,문헌정보실,디지털실)",평일및휴일09:00~22:00,"1/3주월요일,1월1일(신정),설·추석연휴","1/3주월요일,1월1일(신정),설·추석연휴",312,312,107249,17730,2640,0,116,37.6417437863,127.2388997262
남양주시,별내도서관,지자체,지자체직영,경기도 남양주시 별내면 청학로 86-1경기도 남양주시 별내면 청학로 86-1,031-590-8808,2008-06-12,http://lib.nyj.go.kr/bnae,"평일09:00~22:00(문헌정보실),09:00~18:00(통합데스크,어린이자료실,디지털자료실)/휴일09:00~18:00(통합데스크,어린이,디지털,문헌정보실)",평일및휴일09:00~22:00,"2/4주금요일,1월1일(신정),설·추석연휴","2/4주금요일,1월1일(신정),설·추석연휴",308,308,120058,5690,5113,0,114,37.7083468084,127.1178188823
남양주시,진접도서관,지자체,지자체직영,경기도 남양주시 진접읍 금강로 1554-11경기도 남양주시 진접읍 금강로 1554-11,031-590-5310,2013-12-05,http://lib.nyj.go.kr/jinjeop,"평일09:00~22:00(문헌정보실)09:00~18:00(뽀로로실,어린이자료실,디지털자료실)휴일09:00~18:00(뽀로로실,어린이자료실,디지털자료실,문헌정보실)",평일및휴일09:00~22:00,"1/3주월요일1월1일(신정),설·추석연휴","1/3주월요일1월1일(신정),설·추석연휴",311,311,95244,4876,1720,0,113,37.7295976657,127.1941970594
남양주시,오남도서관,지자체,지자체직영,경기도 남양주시 오남읍 양지로240번길 12경기도 남양주시 오남읍 양지로240번길 12,031-590-8531,2010-05-17,http://lib.nyj.go.kr/onam,"평일09:00~22:00(문헌정보실,디지털자료실),09:00~18:00(유아및어린이자료실)/휴일09:00~18:00(유아,어린이,디지털,문헌정보실)",평일및휴일09:00~22:00,"1/3주금요일,1월1일(신정),설·추석연휴","1/3주금요일,1월1일(신정),설·추석연휴",303,303,117029,4186,3179,0,112,37.6979613749,127.1978548691
남양주시,퇴계원도서관,지자체,지자체직영,경기도 남양주시 퇴계원읍 도제원로 12경기도 남양주시 퇴계원읍 도제원로 12,031-590-3910,2012-10-11,http://lib.nyj.go.kr/toegyewon,"평일09:00~22:00(문헌실),09:00~18:00(유아,어린이,디지털)/휴일09:00~18:00(유아,어린이,디지털,문헌실)",평일및휴일09:00~22:00,"2/4주월요일,1월1일(신정),설·추석연휴","2/4주월요일,1월1일(신정),설·추석연휴",311,311,89819,3641,3008,0,118,37.6491248996,127.1453176506
남양주시,별빛도서관,지자체,지자체직영,경기도 남양주시 별내중앙로 102경기도 남양주시 별내중앙로 102,031-590-5350,2016-07-04,http://lib.nyj.go.kr/bbit,"평일09:00~22:00(문헌정보실,디지털자료실),09:00~18:00(유아및어린이자료실)/휴일09:00~18:00(유아,어린이,디지털,문헌정보실)",평일및휴일09:00~22:00,"1/3주월요일,1월1일(신정),설·추석연휴","1/3주월요일,1월1일(신정),설·추석연휴",313,313,83979,6567,1420,0,118,37.6509399182,127.1203238436
남양주시,호평도서관,지자체,지자체직영,경기도 남양주시 천마산로 67경기도 남양주시 천마산로 67,031-590-8340,2017-09-20,http://lib.nyj.go.kr/hp,"평일09:00~22:00(문헌정보실)09:00~18:00(유아자료실,어린이자료실,디지털정보실)/주말및휴일09:00~18:00",평일및휴일09:00~22:00,"2/4주월요일,1월1일(신정),설·추석연휴","2/4주월요일,1월1일(신정),설·추석연휴",311,311,60974,3543,753,0,120,37.6676410787,127.2480048419
남양주시,정약용도서관,지자체,지자체직영,경기도 남양주시 다산중앙로82번안길 138경기도 남양주시 다산중앙로82번안길 138,031-590-2586,2020-05-22,http://lib.nyj.go.kr/jyy,"평일09:00~22:00(종합자료실,멀티미디어자료실)09:00~18:00(어린이자료실)주말/공휴일09:00~18:00(종합자료실,어린이자료실,멀티미디어자료실)",해당없음,"1/3주금요일1월1일(신정),설.추석연휴",해당없음,312,,200789,7200,10311,276648,106,37.6121529081,127.1673496634
남양주시,이석영뉴미디어도서관,지자체,지자체위탁,경기도 남양주시 화도읍 맷돌로 84경기도 남양주시 화도읍 맷돌로 84,031-595-8390,2021-01-14,https://lib.nyj.go.kr/lsy/index.do,"평일09:00~18:00(어린이자료실,디지털자료실)/평일09:00~22:00(종합자료실)/주말09:00~18:00(어린이자료실,종합자료실,디지털자료실)",해당없음,"2/4주금요일1월1일(신정),설.추석연휴",해당없음,312,,43606,1941,369,0,89,37.6581586597,127.2995314600
안산시,중앙도서관,지자체,지자체직영,경기도 안산시 단원구 안산천남로 14(고잔동),031-481-2702,2006-07-21,http://lib.ansan.go.kr,"평일09:00~22:00(문헌자료실)/09:00~18:00(디지털실,어린이실)주말09:00~18:00",평일및주말07:00~22:00(동절기)08:00~22:00,매주월요일및법정공휴일,평일및주말07:00~22:00(동절기)08:00~22:00,300,300,333791,17322,5997,1844,141,37.3043816421,126.8215693521
안산시,감골도서관,지자체,지자체직영,경기도 안산시 상록구 감골공원안길 16-1(사동),031-481-2665,1997-07-31,http://lib.ansan.go.kr,"평일09:00~22:00(문헌자료실)/09:00~18:00(디지털실,어린이실)주말09:00~18:00",평일및주말07:00~22:00(동절기)08:00~22:00,매주금요일및법정공휴일,매주금요일및법정공휴일,295,295,160140,6542,5100,473,107,37.2926586156,126.8545057340
안산시,성포도서관,지자체,지자체직영,경기도 안산시 상록구 충장로 528(성포동),031-481-2757,1997-06-30,http://lib.ansan.go.kr,"평일09:00~22:00(문헌자료실)/09:00~18:00(디지털실,어린이실)주말09:00~18:00",평일및주말07:00~22:00(동절기)08:00~22:00,매주월요일및법정공휴일,매주월요일및법정공휴일,300,300,149391,7048,5462,363,80,37.3251848805,126.8503787260
안산시,상록어린이도서관,지자체,지자체직영어린이,경기도  안산시 상록구 구룡체육관로 45(일동),031-481-2671,2007-11-21,http://lib.ansan.go.kr,평일및주말09:00~18:00,해당없음,매주금요일및법정공휴일,해당없음,295,,110015,13759,4162,0,53,37.3073288520,126.8620311463
안산시,부곡도서관,지자체,지자체직영,경기도 안산시 상록구 성호로 333(부곡동),031-481-3602,2010-07-09,http://lib.ansan.go.kr,평일및주말09:00~18:00,평일및주말09:00~18:00,매주금요일및법정공휴일,매주금요일및법정공휴일,295,295,28242,135,1444,0,20,37.3326963413,126.8608571899
안산시,본오도서관,지자체,지자체직영,경기도 안산시 상록구 각골로 49(본오동),031-481-3697,2013-05-22,http://lib.ansan.go.kr,평일및주말09:00~18:00,평일및주말09:00~18:00,매주월요일및법정공휴일,매주월요일및법정공휴일,300,300,34844,50,552,0,25,37.2939981621,126.8722865991
안산시,관산도서관,지자체,지자체직영,경기도 안산시 단원구 관산길 29(원곡동),031-481-2751,1993-07-30,http://lib.ansan.go.kr,"평일09:00~22:00(문헌자료실)/09:00~18:00(한옥어린이자료실,미디어정보실)주말09:00~18:00",평일09:00~22:00주말09:00~18:00,매주금요일및법정공휴일,매주금요일및법정공휴일,190,190,204590,16095,5493,16,117,37.3321421216,126.7995790024
안산시,선부도서관,지자체,지자체직영,경기도 안산시 단원구 선부로 100(선부동),031-481-3888,2015-01-22,http://lib.ansan.go.kr,평일및주말09:00~18:00,평일및주말09:00~18:00,매주월요일및법정공휴일,매주월요일및법정공휴일,300,300,48079,3769,1888,0,68,37.3411404676,126.8061448903
안산시,대부도서관,지자체,지자체직영,경기도 안산시 단원구 대남로 30(대북북동),031-481-3955,2015-11-12,http://lib.ansan.go.kr,평일및주말09:00~18:00,평일및주말09:00~18:00,매주월요일및법정공휴일,매주월요일및법정공휴일,300,300,43107,2092,1702,0,24,37.2404716828,126.5831164874
안산시,원고잔도서관,지자체,지자체직영,경기도 안산시 단원구 원고잔공원로 33(고잔동),031-481-3876,2013-04-17,http://lib.ansan.go.kr,평일및주말09:00~18:00,평일및주말09:00~18:00,매주금요일및법정공휴일,매주금요일및법정공휴일,295,295,40581,1586,0,0,31,37.3246718973,126.8247617704
안산시,수암도서관,지자체,지자체직영,경기도 안산시 상록구 원당골1길 23-3(수암동),031-481-3967,2017-06-07,http://lib.ansan.go.kr,평일및주말09:00~18:00,평일및주말09:00~18:00,매주월요일및법정공휴일,매주월요일및법정공휴일,300,300,26497,0,1582,0,22,37.3643314121,126.8771556507
안산시,반월도서관,지자체,지자체직영,경기도 안산시 상록구 반월새싹길 39-3(건건동),031-481-2663,2018-12-17,http://lib.ansan.go.kr,평일및주말09:00~18:00,평일09:00~22:00주말09:00~18:00,매주월요일및법정공휴일,매주월요일및법정공휴일,300,300,37772,548,1774,0,20,37.3093263345,126.9027971009
평택시,평택시립비전도서관,지자체,지자체직영,경기도 평택시 비전로 27 (비전동)경기도 평택시 비전로 27 (비전동),031-8024-5477,1992-10-31,www.ptlib.go.kr,평일09:00022:00(종합자료실)09:00018:00(어린이자료실)주말09:00018:00(전체자료실),평일/주말08:00~24:00(휴관일제외),매월2/4주월요일및법정공휴일,매월2/4주월요일및법정공휴일,324,324,119949,3714,3908,11369,70,36.9958850211,127.0937113627
평택시,안중도서관,지자체,지자체직영,경기도 평택시 안중읍 서동대로 1531경기도 평택시 안중읍 서동대로 1531,031-8024-8346,2005-05-30,www.ptlib.go.kr,"평일09:00022:00(제1,2종합자료실)평일09:00018:00(어린이자료실)주말09:00018:00(전체자료실)",평일/주말08:00~24:00,"매월1,3주월요일및법정공휴일","매월1,3주월요일및법정공휴일",325,325,159984,10651,9123,4717,64,36.9901340680,126.9201464674
평택시,청북도서관,지자체,지자체직영,경기도 평택시 청북읍 안청로2길 60경기도 평택시 청북읍 안청로2길 60,031-8024-8580,2015-11-12,www.ptlib.go.kr,평일10:00~19:00주말09:00~18:00,해당없음,매주월요일및법정공휴일,해당없음,300,,39150,2360,2102,0,10,37.0206736777,126.9181382480
평택시,오성도서관,지자체,지자체직영,경기도 평택시 오성면 오성새싹길 3경기도 평택시 오성면 오성새싹길 3,031-8024-8565,2013-09-27,www.ptlib.go.kr,평일10:00~19:00토요일09:00~18:00,해당없음,"매주일,월및공휴일",해당없음,252,,43406,2564,2413,0,35,37.0077087131,126.9797421876
평택시,지산초록도서관,지자체,지자체직영,경기도 평택시 지산로 48경기도 평택시 지산로 48,031-8024-7451,2006-11-06,www.ptlib.go.kr,평일09:00022:00(종합자료실)09:00018:00(어린이자료실)주말09:00018:00(전체자료실),해당없음,매월2/4주월요일및법정공휴일,해당없음,324,,141342,12013,8253,0,72,37.0789680836,127.0603381311
평택시,장당도서관,지자체,지자체직영,경기도 평택시 장당길 116경기도 평택시 장당길 116,031-8024-7465,2014-01-24,www.ptlib.go.kr,평일09:00~22:00(종합자료실외09:00~18:00)주말09:00~18:00(전체자료실),평일/주말08:00~24:00(휴관일제외),매월1/3주월요일및법정공휴일,매월1/3주월요일및법정공휴일,325,325,115008,7819,6768,10,81,37.0528627333,127.0652123803
평택시,세교도서관,지자체,지자체직영,경기도 평택시 은실고가길 180 (세교동)경기도 평택시 은실고가길 180 (세교동),031-8024-5445,2018-03-28,www.ptlib.go.kr,"평일10:00~19:00,주말09:00~18:00",해당없음,매주월요일및법정공휴일,해당없음,300,,46898,2511,1485,0,31,37.0064154134,127.0786613804
평택시,배다리도서관,지자체,지자체직영,경기도 평택시 죽백6로 20경기도 평택시 죽백6로 20,031-8024-5467,2018-10-31,www.ptlib.go.kr,"종합자료실09:00022:00(평일)/09:00020:00(주말)어린이자료실09:00018:00(평일,주말)",해당없음,매월1/3주월요일및법정공휴일,해당없음,325,,211709,16958,11482,1651,102,37.0022351359,127.1193929393
안양시,만안도서관,지자체,지자체직영,경기도 안양시 만안구 냉천로 51(안양동),031-8045-6160,1992-09-03,lib.anyang.go.kr,"평일09:00022:00(종합자료실),09:00018:00(어린이자료실,디지털간행물실)/주말09:00017:00",하절기07:00~23:00동절기08:00~23:00,매주금요일및법정공휴일,1.3주금요일및법정공휴일,295,314,252609,4524,6790,0,133,37.3861764961,126.9262151210
안양시,박달도서관,지자체,지자체직영,경기도 안양시 만안구 박달로 459 (박달동),031-8045-6183,2006-03-03,lib.anyang.go.kr,"평일09:00022:00(종합자료실),09:00018:00(어린이자료실,디지털자료실)/주말09:00017:00",하절기07:00~23:00동절기08:00~23:00,매주금요일및법정공휴일,"1,3주금요일및법정공휴일",295,314,87564,4237,5987,0,102,37.4025414459,126.9035608254
안양시,삼덕도서관,지자체,지자체직영,경기도 안양시 만안구 병목안로58(안양동),031-8045-6350,2016-10-31,lib.anyang.go.kr,"평일09:00022:00(종합자료실),09:00018:00(어린이자료실,디지털간행물실)/주말09:00017:00",하절기07:00~23:00동절기08:00~23:00,매주월요일및법정공휴일,"1,3주월요일및법정공휴일",300,316,69141,2623,1657,0,133,37.3963991185,126.9153930441
안양시,평촌도서관,지자체,지자체직영,경기도 안양시 동안구 관평로 213(관양동),031-8045-6201,1994-04-26,lib.anyang.go.kr,"평일09:00022:00(종합자료실),09:00~18:00(어린이자료실,참고자료실,디지털자료실)/주말09:00~17:00",하절기07:00~23:00동절기08:00~23:00,매주금요일및법정공휴일,"1,3주금요일및법정공휴일",295,314,217252,13362,10522,299,285,37.3960962358,126.9577617964
안양시,관양도서관,지자체,지자체직영,경기도 안양시 동안구 동편로 124(관양동) 경기도 안양시 동안구 동편로 124(관양동),031-8045-6321,2016-06-13,lib.anyang.go.kr,"평일09:00~22:00(제1종합자료실),09:00~18:00(제2종합자료실,어린이자료실)/주말09:00~17:00",하절기07:00~23:00동절기08:00~23:00,매주금요일및법정공휴일,"1,3주금요일및법정공휴일",314,295,83928,4397,2035,0,116,37.4109797929,126.9681069910
안양시,비산도서관,지자체,지자체직영,경기도 안양시 동안구 관악대로 123 (비산동),031-8045-6243,2010-10-01,lib.anyang.go.kr,"평일09:00~22:00(종합자료실),09:00~18:00(어린이자료실,디지털자료실)/주말09:00~17:00",하절기07:00~23:00동절기08:00~23:00,매주월요일및법정공휴일,"1,3주월요일및법정공휴일",300,316,87256,6858,4996,0,132,37.3991120357,126.9376519309
안양시,호계도서관,지자체,지자체직영,경기도 안양시 동안구 경수대로 685번길 26(호계동),031-8045-6261,1998-03-03,lib.anyang.go.kr,"평일09:00~22:00(종합자료실),09:00~18:00(어린이자료실,디지털간행물실)/주말09:00~17:00",하절기07:00~23:00동절기08:00~23:00,매주월요일및법정공휴일,"1,3주월요일및법정공휴일",300,313,142766,7397,10112,0,186,37.3830471124,126.9505474195
안양시,안양어린이도서관,지자체,지자체직영어린이,경기도 안양시 동안구 동안로 66(호계동),031-8045-6281,2007-10-12,lib.anyang.go.kr,평일)10:00~19:00토일)10:00~18:00,해당없음,매주월요일및법정공휴일,해당없음,301,,94382,13293,7329,12889,71,37.3849857450,126.9545885544
시흥시,중앙도서관,지자체,지자체직영,경기도 시흥시 정왕대로 191경기도 시흥시 정왕대로 191,031-310-5230,2002-05-25,https://lib.siheung.go.kr/,"평일09:00022:00(종합자료실),09:00018:00(어린이자료실)/주말09:00018:00(종합자료실,어린이자료실)",해당없음,매주월요일및법정공휴일,해당없음,300,,273682,5025,4699,15594,23,37.3481423035,126.7356508307
시흥시,능곡도서관,지자체,지자체직영,경기도 시흥시 능곡중앙로 85경기도 시흥시 능곡중앙로 85,031-310-2560,2010-08-14,https://lib.siheung.go.kr/,"평일09:00022:00(종합자료실),09:00018:00(어린이자료실,멀티미디어실)/주말09:00018:00(종합자료실,어린이자료실,멀티미디어실)",평일및주말08:00~22:00,매주금요일및법정공휴일,매주금요일및법정공휴일,295,295,91055,2077,1741,0,18,37.3713774904,126.8131849527
시흥시,대야도서관,지자체,지자체직영,경기도 시흥시 은행로 173번길 14경기도 시흥시 은행로 173번길 14,031-310-5274,1996-01-09,https://lib.siheung.go.kr/,"평일09:00022:00(종합자료실),09:00018:00(어린이자료실)/주말09:00018:00(종합자료실,어린이자료실)",해당없음,매주금요일및법정공휴일,해당없음,295,,80292,882,3667,0,23,37.4455175348,126.7968163486
시흥시,군자도서관,지자체,지자체직영,경기도 시흥시 군자로 499경기도 시흥시 군자로 499,031-310-5191,2010-03-25,https://lib.siheung.go.kr/,"평일09:00~22:00(종합자료실),09:00~18:00(어린이자료실)/주말09:00~18:00(종합자료실,어린이자료실)",평일및주말08:00~22:00,매주월요일및법정공휴일,매주월요일및법정공휴일,300,300,71185,4333,1655,0,18,37.3456214738,126.7851493127
시흥시,정왕어린이도서관,지자체,지자체직영어린이,경기도 시흥시 정왕시장길45,031-310-5181,2009-11-23,https://lib.siheung.go.kr/,평일/주말09:00~18:00,해당없음,매주금요일및법정공휴일,해당없음,276,,58838,8238,1210,0,12,37.3453288972,126.7481321955
시흥시,신천도서관,지자체,지자체직영,경기도 시흥시 신천로 89-18경기도 시흥시 신천로 89-18,031-310-2570,2011-01-17,https://lib.siheung.go.kr/,"평일10:00~22:00(종합자료실),10:00~18:00(어린이자료실)/휴일10:00018:00(종합,어린이자료실)",해당없음,매주월요일및법정공휴일,해당없음,300,,45636,363,558,0,13,37.4384072604,126.7850363135
시흥시,매화도서관,지자체,지자체직영,경기도 시흥시 매화로 20경기도 시흥시 매화로 20,031-310-2581,2012-01-30,https://lib.siheung.go.kr/,"평일10:00~22:00(종합자료실),10:00~18:00(어린이자료실)/휴일10:00018:00(종합,어린이자료실)",해당없음,매주월요일및법정공휴일,해당없음,300,,42980,266,479,0,13,37.4176762884,126.8155423759
시흥시,월곶도서관,지자체,지자체직영,경기도 시흥시 월곶해안로 161번길 7경기도 시흥시 월곶해안로 161번길 7,031-310-5252,2012-12-26,https://lib.siheung.go.kr/,"평일09:00022:00(종합자료실),09:00018:00(어린이자료실)/주말09:00~18:00(종합,어린이자료실)",해당없음,매주월요일및법정공휴일,해당없음,300,,38401,1170,248,0,15,37.3888066559,126.7362322582
