이름,위도,경도
제일풍경채3차(중),37.0370333,127.0281833
쌍용주택,36.9998,126.8385
원정변전소사거리,36.9930167,126.8394333
도곡초교,36.989,126.8472333
비전고등학교,37.0007833,127.10435
와룡리입구,36.95565,127.0958333
리더스하임후문,37.0045333,127.1045667
해군아파트,36.9939167,126.8324333
유천2리,36.9768,127.1118
유천2리,36.97655,127.1112
유천1리,36.9769333,127.1152333
노와4리,36.9509833,127.08035
비전중학교,37.0073333,127.1011833
비전중학교,37.0074167,127.1014
코오롱하늘채아파트남문,37.0578667,127.0803333
드림테크산단입구,37.0543833,126.9828833
미주오토텔앞,36.9870833,126.8431
제일장례식장,37.0898,127.0672833
신대2리,36.9449833,126.999
신안인스빌앞,37.0567667,127.04345
하북차고지,37.1033667,127.0643167
모아아파트,36.9907833,126.8493333
삼덕초등학교,37.0392333,126.9115167
만호리입구,36.963,126.8565
한라아파트,36.96275,126.85095
평택지방해양수산청,36.9619833,126.8458667
해창교,37.0189833,127.0220833
삼부르네상스아파트,36.9896667,126.8523
만호5리,36.96255,126.849
고덕아너스(중),37.04625,127.0219
월곡동해돋이어린이집,37.0230667,127.1314167
고덕어울림스퀘어정문,37.0448333,127.04515
세희아트빌라,36.9640167,127.0416333
합정초등학교,36.9879333,127.09865
삼부르네상스아파트,36.98975,126.85255
동우화인켐.삼성도장,36.9831,126.8456333
후사1리,37.0233833,126.9367833
동우화인캠서문앞,36.9799167,126.8396167
기업은행앞,36.9748333,126.8431667
지식산업센터,37.0433667,127.0565167
서재초교,37.0173833,127.1045
서재초교,37.0175,127.1043333
신평동주민센터,36.98925,127.0935833
용이동차고지,37.0035,127.1393333
K2볼링장,37.0100167,127.0729167
칠괴동우림아파트,37.0257833,127.0835667
합정초교앞,36.9882833,127.0986
힐스테이트지제역,37.0217,127.0813
창내3리,36.9940833,127.0112333
동아동백아파트후문,36.9989333,127.10865
포승모아아파트,36.9865667,126.8485333
대명금속,36.97005,126.8547667
유성티엔에스,36.9662667,126.8493333
평택항만물류창고,36.96545,126.84845
평택항.국제여객터미널,36.9588333,126.8468167
지제역더샵센트럴시티,37.02095,127.0741333
지제역더샵센트럴시티,37.0215667,127.0744167
영신지구,37.02145,127.0853
동우화인켐.삼성도장,36.9829167,126.84595
미서엔에이티,36.9864333,126.84895
기남방송,37.00605,127.1357833
안중오거리,36.9884167,126.93205
안중읍행정복지센터.경기물류고등학교,36.9854667,126.9303167
삼익아파트앞,36.9824333,126.9283667
동신2차아파트,36.9793333,126.9260333
동신3차아파트,36.9789667,126.9237833
현화고교사거리,36.9797333,126.9214167
기남방송앞,37.0061333,127.1358
죽백동차고지,37.0097667,127.1356833
죽백동차고지,37.0096667,127.1357
연화동입구,36.9557,126.9638
덕목5리,36.9535167,126.9711833
행정복지타운,37.04565,127.0434167
안정1리길마재입구,36.9594667,127.0471167
평택센트럴자이3단지,37.0196167,127.101
평택센트럴자이4단지,37.01955,127.1012667
칠괴공원,37.0324833,127.0871
칠괴공원,37.0323833,127.08695
광동제약,37.0356,127.0831333
평택센트럴자이5단지,37.0208667,127.1031667
궁2리,37.0182,127.0298
고덕하늘채시그니처,37.0195833,127.0348833
궁2리,37.0182667,127.0297167
SK아파트,36.9891,127.1222
SK아파트,36.9885333,127.1220333
죽백동,37.0157667,127.1328833
구룡마을입구,37.0047833,127.1381667
평택센트럴자이5단지,37.02035,127.10525
평택센트럴자이3단지,37.0211333,127.1032667
안정3리사거리,36.9614167,127.0417833
평택고속터미널,36.99115,127.0870333
고덕산업단지입구(중),37.0407167,127.0466167
평택항.국제여객터미널,36.9584833,126.8467667
수월암리공단,37.1185833,127.0248
궁2리입구,37.0162667,127.0295333
센트럴해링턴플레이스후문,36.99975,127.1063333
동신2차아파트,36.9790667,126.9261333
수정리,36.9961667,126.9906
교포3리,36.99225,126.9983167
당거3리,36.9881333,127.00485
당거3리,36.9880667,127.0053667
와룡리입구,36.9556167,127.0959167
용이2차푸르지오.반도유보라,36.9982167,127.1447
스타필드.용이2차푸르지오.반도유보라,36.9982667,127.14505
서정리역(중),37.0568833,127.0508167
권관리,36.9314667,126.9153167
대반3리,36.9847833,126.9499167
대반2리,36.9923333,126.9480333
대반1리,36.9920333,126.9482
해군2함대정문,36.993,126.8285833
황산2리,36.9588,126.9307
황산3리.덕목1리,36.9543,126.9366833
합정대로,36.9865667,127.10175
고덕파라곤,37.05275,127.0439167
신장육교,37.0789167,127.0538667
합정대로,36.9874833,127.1004667
성공회앞,36.9887,126.9246333
뉴욕치과,36.9882167,126.8451167
현덕면사무소,36.9673167,126.9201333
에버그린,37.0698333,127.0172333
오성산업단지입구,37.0241,126.9468167
고덕지구,37.03985,127.0411167
월곡동해돋이어린이집,37.0228667,127.1313667
함박산,37.03885,127.03465
고덕LH17단지(중),37.03685,127.0469833
부락산분수공원,37.0646,127.0678833
부락산분수공원,37.0648167,127.0679
이충레포츠공원,37.0647833,127.0691667
이충레포츠공원,37.0645833,127.0693333
도일사거리,37.0439333,127.0992
도일사거리,37.0429333,127.0991833
평택종합물류센터,37.03915,127.0981333
평택종합물류센터,37.0392833,127.0978333
비전1동행정복지센터.반도유보라2단지,37.0105833,127.1120333
원정리.진등마을,36.9684833,127.0411833
원정리.진등마을,36.9693833,127.04095
석정교회,37.0054167,126.89605
석정교회,37.0053833,126.8958667
명법사.남부복지타운,36.99775,127.1015333
신평로,36.97945,127.0973833
이충주택단지,37.0566333,127.063
부영아파트2단지,37.0613,127.06795
이편한세상아파트,37.0611333,127.0680333
팔각정입구,36.9162833,126.9129333
안중읍행정복지센터.경기물류고등학교,36.9861167,126.9309333
황산3리.덕목1리,36.9542333,126.9364333
황산2리,36.9586833,126.93045
뜨레휴이곡마을7단지후문,37.01005,127.1049
센트럴자이1단지(중),37.0166167,127.0972667
고잔7리마을회관,37.0386667,126.8885167
율북4리.장개마을,37.0663333,126.9830667
고덕센트레빌(중),37.0626333,127.0507833
청북부영3단지,37.0197833,126.9145833
현화고교사거리,36.9795,126.9219
고덕금호어울림,37.0334667,127.0239333
삼익아파트,36.9823167,126.92855
안중오거리,36.9883667,126.9323167
안중오거리,36.9901167,126.9326833
한솔마트,36.9901833,126.8416
한솔마트,36.9895333,126.8410167
원옥길,37.0226667,126.9113667
원옥길,37.0224,126.9109667
청북고등학교.한양수자인,37.0218833,126.92105
청북고등학교.한양수자인,37.022,126.9208167
평택역.AKPLAZA(제2승강장),36.9916667,127.0865333
고덕초등학교,37.0411833,127.0298333
숙성4리,37.0013,126.9910833
교포3리입구,37.0012333,126.9977
삼성전자(중),37.03995,127.0512167
마을입구,37.0154,126.99745
마을입구,37.0154333,126.9975333
안화리종점,37.0187333,126.99755
여술근린공원,36.9908833,126.84255
안중터미널.안중보건지소,36.97775,126.9231667
안중터미널.안중보건지소,36.9781,126.9232333
현화고교사거리,36.9792,126.9209333
근내리,36.9674667,127.05785
팽성우체국,36.9672833,127.0579667
두2리,36.9696667,127.0651833
레포츠센터,36.96935,127.0646
용이중학교,36.9982167,127.1348167
용이중학교,36.9983833,127.1349333
팽성보건복지센터,36.9587667,127.0597833
팽성보건복지센터,36.9586667,127.0595833
청학빌라,36.9945333,126.93445
성심병원앞,36.9838167,126.9273833
리더스하임후문,37.0043,127.1052333
안중공용터미널,36.9776,126.92355
성공회앞,36.98875,126.9247
근내리,36.9802667,127.0491333
지제교차로,37.0203667,127.0584
덕동사거리,36.9996833,127.1049667
대추리평화마을,36.9464,127.0890167
고덕지구,37.04,127.0409167
행정복지타운(중),37.0463333,127.0437167
추팔1리마을회관,36.9646667,127.07745
두정맨션,36.9451,127.0229667
두정맨션,36.9450167,127.0229167
본정2리입구,36.9461,127.0189
본정2리입구,36.9460167,127.0188333
본정2리.우석빌라,36.9471333,127.0165667
본정2리.우석빌라,36.9471833,127.0163333
송탄소방서,37.0903833,127.0628167
우성아파트,37.0028667,127.0795833
안중공용터미널,36.9776,126.9237833
신장1동행정복지센터,37.0827333,127.0549333
효성1단지후문,36.98925,127.1248167
안중초교,36.9887333,126.92765
평택고용센터,37.0543833,127.0599833
기업지원사무소,37.03895,126.9458333
기업지원사무소,37.0389833,126.9461167
현곡단지,37.0357333,126.94605
현곡단지,37.0358333,126.9463167
호야전자,37.03425,126.9432833
호야전자,37.03405,126.9429
이안아파트,37.0199,126.9106833
이안아파트,37.0199333,126.9108833
부영1차정문,37.0152333,126.9138667
부영1차정문,37.0151167,126.91405
수촌,37.0144667,126.9167333
수촌,37.0144,126.9165333
안중터미널.안중보건지소,36.97735,126.9231
송탄동주민센터,37.0437833,127.09465
우림아파트,37.0392333,127.0862667
용화사,36.9572167,127.0572333
용화사,36.95715,127.0574333
고덕어울림스퀘어정문,37.0450167,127.0454167
삼익사이버아파트,37.0206,127.0971167
월곡동마을회관,37.0233,127.1391
송탄역,37.0742833,127.0556
평택장례문화원,36.9817667,127.0925833
세문아파트,36.9881833,127.0861333
군문초등학교,36.98755,127.0864333
새교농협,37.0039833,127.07955
세교도서관.세교동성당,37.0062833,127.07835
세교도서관.세교동성당,37.00625,127.0782667
평택장례문화원,36.98175,127.0924667
행정복지타운(중),37.0468167,127.0436333
포승우체국,36.98135,126.8799333
포승우체국,36.9807833,126.8795833
삼계1리,37.04115,126.9136667
삼계2리.옹포,37.0417833,126.9185833
삼계2리.능안,37.0423333,126.92285
청북읍사무소.신포,37.0404,126.9326
군문동,36.9857167,127.0884667
군문동,36.98565,127.0884
경기계량소앞,37.00495,127.0848333
죽3리,37.0080167,126.9528667
죽3리,37.00795,126.95265
청북중학교,37.0396,126.9480333
대동초교,36.9897,127.1309167
길음1리,36.9874667,126.9703
남산5리.행복마을,36.9548333,127.0630333
경기도립노인전문평택병원,37.0521,127.1014333
한경국립대학교정문,37.05165,127.1011833
안중홈플러스,36.9905833,126.9154333
리슈빌레이크파크(중),37.0351333,127.0344833
학현2리,36.9925,126.9144
학현2.3리,36.9927833,126.9141333
부영2차후문,37.0167,126.9120333
부영2차후문,37.0166833,126.9118167
원옥길,37.0242167,126.9132667
원옥길,37.0241833,126.9131167
신장육교,37.0789833,127.0536667
케원마트앞,36.9887,126.9159667
동우화인캠,36.9982167,126.9287333
동우화인캠,36.9983333,126.9286833
서부두,36.9418333,126.8813333
평택항호텔,36.976,126.84235
평택항호텔,36.9761833,126.8417833
현대모비스,36.97915,126.8458167
죽백초교앞,37.0117,127.13525
죽백초교앞,37.0116167,127.1351
대옥아파트입구,36.9626833,127.0489833
목천고가입구,37.0872167,127.0555333
순복음교회,36.9631167,127.0506
기산2리,36.9400667,126.9225
평택호예술관,36.9208833,126.9220833
만호사거리,36.9612,126.8539167
한일아파트,37.1267,127.0704167
금호어울림2단지.e편한세상,36.9993833,127.1294833
자란로타리,36.9974333,127.0919833
유수지앞,36.9847667,126.8571833
유수지앞,36.9845,126.8576667
동우화이캠,36.9829333,126.8404833
평택홍보관,36.9687333,126.8471667
유성티엔에스,36.9660833,126.8494833
동우화이캠,36.9817833,126.8386667
기업은행,36.9747667,126.8427833
평택여자중학교,36.99395,127.1013167
평택여자중학교,36.9931333,127.1013333
한미아파트,36.99595,127.1019333
외기노조C지구.새한아파트,36.99575,127.10215
신세계아파트,36.9979333,127.1034167
LG덕동아파트,36.998,127.10375
센트럴해링턴플레이스제1정문,37.00185,127.10675
센트럴해링턴플레이스제1정문,37.0016833,127.10675
소사벌휴먼시아2단지,37.0052833,127.0962167
소사벌휴먼시아2단지,37.0049667,127.0957833
영화아파트,37.0216167,127.0338667
한국단자,36.9723333,126.8449167
한국단자,36.9720833,126.84465
소사벌휴먼시아1단지,37.0044167,127.0940833
소사벌휴먼시아1단지,37.0043167,127.09415
센트럴해링턴플레이스제2정문,37.00095,127.1089833
센트럴해링턴플레이스제2정문,37.0007333,127.10915
수원지방법원평택지원.수원지방검찰청평택지청,37.0098167,127.0967333
수원지방법원평택지원.수원지방검찰청평택지청,37.00965,127.0969
비전고교사거리,37.0026833,127.1054
비전고교사거리,37.0027667,127.1052
비전중학교입구,37.0081167,127.0996
비전중학교입구,37.0079667,127.0995833
법원검찰청입구,37.0097667,127.0933167
법원검찰청입구,37.0095833,127.0926667
송탄역,37.075,127.0552833
돌모루슈퍼,37.04505,126.9614333
돌모루슈퍼,37.04515,126.96165
어연한산공단앞,37.0479,126.9719333
어연한산공단,37.0502333,126.9756333
어연초등학교,37.0502,126.9782833
어연1리.원어연,37.0505,126.9808667
동청1리,37.0533833,127.0050833
문곡4리,37.0562333,127.01135
e편한세상평택용이.평택남산교회앞,37.0014667,127.1427167
e편한세상평택용이.평택남산교회앞,37.0016833,127.1429
리스빌라앞,37.0053,127.0754167
리스빌라앞,37.00505,127.0749
두정리,36.94325,127.0286
두정리,36.94315,127.02855
코오롱하늘채아파트동문,37.05995,127.0810167
코오롱하늘채아파트서문,37.0577333,127.0773
풍림아이원.이지더원,37.0229,126.9179333
풍림아이원.이지더원,37.0228,126.9183833
우림아파트,37.0391667,127.0864
소사벌초등학교,36.99555,127.1170667
덕목리입구,36.9556833,126.9496333
덕목리입구,36.9556833,126.9495167
신대동,37.0046333,127.0671667
신대동,37.0047167,127.06745
서재자이아파트앞,37.0092333,127.0991667
서재자이아파트앞,37.0092833,127.0987333
죽백동,37.0158667,127.1327333
청담고등학교,36.96305,127.0606167
청담고등학교,36.9633,127.0606833
평궁사거리,36.9752,127.0778333
평궁사거리,36.9750833,127.0777833
비전고등학교,37.0006,127.1046167
두리1리마을회관,36.9772167,127.0663
두리1리마을회관,36.9772167,127.0663833
삼정1리,36.9684833,126.9587167
삼정2리,36.9646333,126.9520333
삼정2리,36.9647,126.95205
신당골,36.9513,127.04475
송화1리,36.9467,127.04195
팽성읍하수처리장,36.9486167,127.0396833
송화2리입구,36.9513,127.0481167
금호어울림.e편한세상후문,37.002,127.12855
현촌교회.현촌3길입구,37.00235,127.1340333
금호어울림.현촌초교,37.0014,127.1323833
금호어울림,37.0005667,127.1314667
현촌초교앞,37.0007833,127.1318833
비전아이파크.비전센터포레,36.9981,127.12645
현촌교회.현촌3길입구,37.0025333,127.1342333
금호어울림.e편한세상후문,37.0012667,127.12655
평택가로수길센트럴돔,36.99865,127.1126833
평택가로수길센트럴돔,36.9983333,127.11285
이충중학교.반지마을1단지,37.05965,127.0695833
한내들퍼스트뷰,37.02405,126.9248667
썬텍인터스트리,36.9797833,126.83355
한국델파이,36.9794,126.8333667
디에프씨푸드,36.9757333,126.8382833
팜스웰바이오,36.9761333,126.8380667
EPS,36.9841667,126.8366333
노루페인트,36.9864,126.8350667
상서재서초근린공원,37.0188667,127.1059
지제초등학교,37.0219,127.07565
노루페인트,36.9860333,126.83485
EPS,36.98395,126.8363333
동우화인켐서문,36.9797333,126.8392833
현촌근린공원,36.9990667,127.1315667
현촌문화공원,36.999,127.13445
현촌문화공원,36.9977,127.13415
현촌근린공원,36.9992333,127.13165
푸르지오아파트후문,36.9991667,127.14075
푸르지오아파트후문,36.9992833,127.1405833
구룡마을입구,36.99875,127.1380667
구룡마을입구,36.9985833,127.1380167
공단농협사거리,36.9846333,126.84425
공단농협사거리,36.9843833,126.8443667
원정1.9리,36.9992167,126.8455667
원정1.9리,36.9992,126.8454833
서재자이아파트.평택법원(중),37.013,127.10185
안중터미널.안중보건지소,36.9778,126.9225833
후사1리마을입구,37.02985,126.9396667
오성산업단지입구,37.02405,126.9471
덕우교차로,37.0081833,126.9196
덕우교차로,37.0082,126.9193833
SR아파트입구,36.9613333,126.8533667
SR아파트후문,36.9624,126.8559833
오성산업단지,37.0284167,126.9467833
신동아파밀리에.자연앤자이,37.0501833,127.0472
후사1리,37.02315,126.9366167
지엔산부인과.센트럴돔,36.9998,127.1111333
지엔산부인과.센트럴돔,36.9992667,127.1116333
e편한세상.금호어울림2단지,36.9996167,127.1295833
평택성모병원,37.0083167,127.0729
이곡마을6단지,37.0062667,127.1024833
이곡마을6단지,37.0061667,127.1029167
서정리역,37.05705,127.0536333
한성엘컴텍,37.1228,127.0792167
이충현대아파트후문,37.0526333,127.0588
고덕,37.0440167,127.0134667
동문굿모닝힐맘시티3단지,37.0256167,127.1023
은산5리입구,37.0945167,127.1091833
은산3리,37.0880833,127.1199833
산대초교,37.0861167,127.1228
은산2리입구,37.0842167,127.1249667
은산2리입구,37.0843,127.1251
유라슈퍼,37.0757333,127.04675
후문상회,37.0761,127.0414333
후문상회,37.0760333,127.04145
개나리아파트.탑건빌리지,37.0762667,127.0396
개나리아파트.탑건빌리지,37.0761667,127.03955
공군작전사령부,37.0734667,127.0311667
금각1리,37.06955,127.0094167
마산1리.오리곡,37.0869833,127.0835333
마산1리.오리곡,37.08705,127.0837
오리곡,37.08705,127.0781
마산3리,37.0916333,127.0911833
신영낚시슈퍼,37.03945,126.9088667
삼계1리.성골,37.0437167,126.90215
하북3리,37.1040167,127.0568833
서탄면사무소,37.1074,127.0349333
마두2리,37.10775,127.0247167
마두2리,37.1077667,127.0251667
하북2리,37.10435,127.0525833
은혜중고등학교,37.0668,127.0781833
견산2리,37.1059833,127.0790833
진위면사무소,37.0996833,127.0900167
고덕중앙교회,37.0414333,127.0156333
고잔3리,37.0463,126.89545
동청2리,37.0492667,127.0051333
장당중학교,37.0517667,127.0622
마두1리,37.1087,127.0165833
가곡4리,37.1180167,127.0741167
갈곶1리,37.1217,127.0740667
우곡마을,37.0782167,127.07995
송북초교,37.0802667,127.06405
마산2리회관앞,37.0869333,127.0909833
아주2차아파트,37.0823333,127.0628667
국제대학,37.0656667,127.0802333
제일하이빌2차.장당우미이노스빌1차,37.0494333,127.06095
광동제약,37.03645,127.08205
문곡1리,37.0690333,127.0131167
해창,37.0452,127.0099833
장당중학교,37.0513833,127.0623833
건지미.KCC스위첸아파트,37.0813333,127.07065
구장터입구,37.08875,127.0521167
남부농협,37.0657333,127.0592167
뉴코아후문(마을),36.9953833,127.1110667
송탄동주민센터,37.0436333,127.0947333
은산2리회관앞,37.0799667,127.1239667
은산2리회관앞,37.0800167,127.1239167
고잔5리.6리,37.04185,126.8921
당현4리,37.0715833,127.0319167
지스마트,37.04145,126.9047167
지스마트,37.0414167,126.90465
공단기숙사,37.0475333,126.9709667
공단기숙사,37.0476167,126.9711333
토진2리,37.0421,126.9582
영창정공,37.0524667,126.9742
영창정공,37.0527833,126.9743333
토진1리,37.0394667,126.9535667
토진1리,37.0396667,126.9531333
한산2리.수부마을,37.0514167,126.9701167
한산2리.수부마을,37.0508333,126.97045
청룡사입구,37.0724,127.0353167
율북1리,37.0592,126.9830667
율북1리,37.0591833,126.9831833
두릉1리,37.0641833,127.0237333
당현2리.율곡마을입구,37.0731167,127.0371833
율북4리,37.0665,126.9827667
율부5리,37.06875,126.9776333
율부5리,37.0686333,126.9776333
평택시립추모공원,37.0711167,126.9688333
평택시립추모공원,37.0709667,126.9688833
한산3리,37.0661667,126.9627333
한산3리,37.0661333,126.9628667
어소2리,37.0613667,126.9546
어소2리,37.0613,126.9547333
어소1리마을회관,37.0578667,126.95235
어소1리마을회관,37.05775,126.9524333
현곡4리,37.0521167,126.9478333
현곡4리,37.052,126.94805
현곡3리,37.04835,126.9415833
현곡3리,37.0482333,126.9417333
해창,37.0451,127.0099833
고덕,37.0439167,127.0134167
지엔하임2단지,36.9751167,126.9286333
지엔하임1단지,36.9783667,126.9306
당현리,37.0652333,127.0324333
당현리,37.0651167,127.0324
두릉3리,37.0628667,127.0271167
두릉3리,37.0627667,127.02705
두릉1리,37.0641333,127.0234333
삼덕초등학교,37.0394167,126.9114667
태승엔지니어링앞,37.06445,127.0209667
태승엔지니어링앞,37.0645,127.02105
문곡1리,37.0680333,127.0158667
문곡1리,37.0679833,127.0159167
한국관광고등학교앞,37.0716167,127.0212333
한국관광고등학교앞,37.0714167,127.02115
장등2리,37.07285,127.0219667
장등리,37.0737833,127.0253667
케이씨타운입구,37.0741833,127.0268667
당현3리,37.0757,127.0335333
당현3리,37.07565,127.0336167
문곡2리,37.0632,127.0107667
문곡2리,37.0631167,127.0108
문곡3리,37.0593333,127.0086333
문곡3리,37.0592,127.0087167
문곡4리,37.0573333,127.0085167
문곡4리,37.0572833,127.0085833
동령마을입구,37.0613833,127.0709667
동령마을입구,37.0614,127.0712667
정암마을2단지,37.0595167,127.0666333
정암마을2단지,37.0592167,127.0664333
이충고등학교.반지마을3단지,37.0576333,127.0655
이충고등학교.반지마을3단지,37.0572167,127.0656833
지엔하임2단지,36.9750167,126.9287667
남부농협,37.0659167,127.0594
교보생명,37.0683,127.05885
교보생명,37.0678667,127.0590333
현충탑입구,37.0655333,127.0612333
현충탑입구,37.0657667,127.06125
송탄등기소,37.06545,127.06285
송탄등기소,37.0655667,127.063
효성2단지후문입구,36.98905,127.1297667
고덕자연앤자이,37.0517,127.0462333
동막마을,37.0754833,127.0919333
우곡마을,37.0783833,127.0799833
한경국립대학교,37.0518833,127.0956167
스위첸아파트,37.0812667,127.0695667
송북초교,37.0807,127.0648167
삼익아파트,37.0820833,127.0615833
K-55후문고개,37.07685,127.0382167
청룡사입구,37.0722833,127.0356667
라이프아파트앞,37.0824167,127.0600333
지엔하임1단지,36.9784667,126.9308333
송탄역,37.07475,127.0535667
송탄역,37.0741667,127.05375
우성아파트,37.07325,127.0644833
한양청솔아파트,37.0749833,127.0637333
한양청솔아파트,37.0750667,127.0638333
건영아파트,37.0766333,127.0633167
건영아파트,37.07635,127.0634333
지산현대아파트,37.0779333,127.0626833
지산현대아파트,37.0777667,127.0629167
태광중고등학교입구,37.0724833,127.0533833
태광중고등학교입구,37.0725667,127.0533667
신장2동파출소.복창초등학교,37.0722667,127.0512333
신장2동파출소.복창초등학교,37.0723833,127.05115
송서성당,37.0730167,127.0492667
송서성당,37.0731,127.0492333
신세계목욕탕,37.0742333,127.0470833
신세계목욕탕,37.0743,127.0469667
명성상회,37.0746167,127.0456333
명성상회,37.0746833,127.0456167
공군독신자아파트,37.0745,127.03995
K-55후문고개,37.0770833,127.0382333
공군독신자아파트,37.0747167,127.0400333
이충중학교,37.0601667,127.06875
송탄공단입구,37.03695,127.0721667
서울축협,37.0322333,127.0722667
세원정공,37.0323333,127.0764833
신흥목재사거리,37.03395,127.0772667
우체국사거리,37.0373333,127.0778333
우체국사거리,37.03705,127.0769833
JW신약,37.0373667,127.0810667
JW신약,37.0370833,127.0795833
광동제약,37.0364667,127.0824833
동천보건진료소,37.13435,127.1081333
하늘목장,37.1245167,127.0981833
하늘목장,37.1245667,127.0985667
원익IPS,37.1253833,127.0833333
동양이엔피,37.1253333,127.0835333
협동화산업공단,37.1183667,127.0828
가곡2리,37.1144167,127.0878167
가곡1리,37.1132667,127.08275
가곡1리,37.11335,127.0830833
갈곶초등학교,37.1255667,127.07105
갈곶초등학교,37.1251667,127.0731
갈곶초등학교,37.1247167,127.0722833
갈곶초등학교,37.1256,127.0711667
가곡5리,37.11645,127.0724
가곡5리,37.11645,127.0724667
가곡4리,37.1181,127.07415
갈곶1리,37.1217333,127.07415
동양잉크,37.11925,127.07445
동양잉크,37.1193,127.07445
한승아파트,37.1073667,127.0805
한승아파트,37.1075833,127.0806167
견산2리.하북유치원,37.1069167,127.07615
견산2리.하북유치원,37.107,127.0761833
한국야쿠르트,37.1044833,127.0827167
한국야쿠르트,37.1051833,127.0817
영신화학,37.1022333,127.0855
영신화학,37.1023,127.0855333
진위초등학교,37.1002167,127.0887
진위초등학교,37.1002833,127.08875
마산4리입구,37.0893,127.0941
송탄정수장,37.09545,127.08685
진위향교앞,37.09815,127.0951667
진위향교앞,37.0980667,127.0952333
무봉산참나무집,37.1013833,127.1009667
무봉산참나무집,37.10135,127.1010667
울성길,37.01355,127.06185
제일하이빌2차.장당우미이노스빌1차,37.0496,127.0612667
당현4리,37.0714833,127.03215
마산4리다목적회관,37.0861167,127.0973
동안마을,37.0798,127.0770167
제일장례식장,37.0899167,127.0675
동안마을,37.07995,127.0770833
신리연립,37.0968833,127.0708667
신리연립,37.0971333,127.0708667
소방서삼거리,37.0898833,127.06385
삼익2차아파트,37.0848,127.0632333
송옥찜질방.서울요양병원,37.0901833,127.0719333
송옥찜질방.서울요양병원,37.0902333,127.0718
마산4리입구,37.0892667,127.0942
동안마을사거리,37.0803333,127.07555
신리입구,37.09715,127.0773
마산1리,37.0874333,127.086
티에이치모터스,37.1237333,127.0802833
티에이치모터스,37.1236,127.0805667
하츠,37.12005,127.08045
무봉산청소년수련원입구,37.1039333,127.1081167
무봉산청소년수련원입구,37.1040667,127.10815
동천리입구.어린이농원,37.10475,127.1104667
동천리입구.어린이농원,37.1046667,127.1102
동천1리.달동네입구,37.1137833,127.1072833
두릉1리입구,37.0694667,127.0288
두릉1리,37.0642667,127.0238167
동천1리,37.1145,127.1055167
동천1리종점,37.11225,127.1066667
고덕자연앤자이,37.0519833,127.04605
서탄면입구,37.10345,127.0631
금암1리,37.1042667,127.04195
